chr,gene,length
chr6,SNORA98.csv,113
chr7,MIR6839.csv,113
chr23,MIR1298.csv,112
chr5,MIR5197.csv,112
chr2,SNORD11B.csv,112
chr17,MIR365B.csv,111
chr9,MIR3910-1.csv,111
chr23,MIR448.csv,111
chr7,MIR3666.csv,111
chr1,MIR205.csv,110
chr19,SNORD23.csv,110
chr6,MIR219A1.csv,110
chr15,MIR7-2.csv,110
chr15,MIR6085.csv,110
chr4,MIR218-1.csv,110
chr19,MIR181C.csv,110
chr2,MIR10B.csv,110
chr17,MIR548BC.csv,110
chr19,MIR7-3.csv,110
chr9,MIR181A2.csv,110
chr1,MIR6084.csv,110
chr2,MIR9986.csv,110
chr12,MIR196A2.csv,110
chr23,MIR223.csv,110
chr14,MIR203A.csv,110
chr7,MIR6132.csv,109
chr11,MIR6128.csv,109
chr4,MIR6082.csv,109
chr21,MIR6130.csv,109
chr5,MIR6131.csv,109
chr8,MIR124-2.csv,109
chr24,MIR9985.csv,109
chr7,MIR6133.csv,108
chr6,MIR3934.csv,107
chr19,RNU6-2.csv,107
chr11,MIR3973.csv,107
chr6,MIR5004.csv,107
chr14,RNU6-7.csv,107
chr19,RNU6-9.csv,107
chr23,MIR3937.csv,106
chr3,MIR1248.csv,106
chr1,TRL-CAA4-1.csv,106
chr4,MIR7849.csv,106
chr3,MIR6083.csv,106
chr5,MIR143.csv,106
chr6,SNORD166.csv,106
chr11,SNORD13I.csv,105
chr13,SNORD13G.csv,105
chr4,MIR1269A.csv,105
chr6,TRL-CAA1-2.csv,105
chr9,SNORD141A.csv,105
chr23,MIR4330.csv,105
chr15,SNORD116-10.csv,104
chr16,MIR3935.csv,104
chr8,SNORD173.csv,104
chr5,SNORD13B-2.csv,104
chr1,SNORD13C.csv,104
chr8,SNORD13.csv,104
chr14,SNORD114-4.csv,104
chr18,MIR5011.csv,103
chr20,SNORD12B.csv,103
chr11,MIR7847.csv,103
chr10,MIR3941.csv,103
chr2,MIR5000.csv,103
chr3,MIR12127.csv,102
chr11,MIR1237.csv,102
chr7,RNY3.csv,102
chr6,MIR12131.csv,102
chr9,MIR12126.csv,102
chr20,MIR133A2.csv,102
chr14,MIR496.csv,102
chr1,MIR12116.csv,102
chr1,MIR12132.csv,102
chr19,MIR518C.csv,101
chr16,SNORD111B.csv,101
chr23,MIR3978.csv,101
chr3,MIR12124.csv,101
chr14,SNORD127.csv,101
chr19,MIR638.csv,100
chr7,MIR593.csv,100
chr16,MIR8065.csv,100
chr10,MIR608.csv,100
chr16,MIR140.csv,100
chr10,MIR6078.csv,100
chr2,SNORD3K.csv,100
chr15,MIR4311.csv,100
chr16,MIR12128.csv,100
chr7,MIR3943.csv,100
chr12,MIR135A2.csv,100
chr12,MIR3913-2.csv,100
chr11,MIR612.csv,100
chr14,MIR376B.csv,100
chr23,MIR1184-3.csv,99
chr1,MIR3659.csv,99
chr3,MIR138-1.csv,99
chr14,MIR342.csv,99
chr5,MIR5003.csv,99
chr12,MIR148B.csv,99
chr2,MIR7845.csv,99
chr5,MIR146A.csv,99
chr4,SNORD162.csv,98
chr4,MIR576.csv,98
chr15,SNORD116-4.csv,98
chr15,SNORD116-6.csv,98
chr5,VTRNA1-1.csv,98
chr11,MIR670.csv,98
chr19,MIR639.csv,98
chr3,MIR15B.csv,98
chr15,SNORD116-26.csv,98
chr3,MIR6826.csv,98
chr17,MIR744.csv,98
chr1,MIR557.csv,98
chr14,MIR12121.csv,98
chr14,MIR345.csv,98
chr14,MIR770.csv,98
chr13,MIR623.csv,98
chr19,MIR512-2.csv,98
chr1,SNORD46.csv,98
chr9,MIR602.csv,98
chr23,MIR652.csv,98
chr3,MIR567.csv,98
chr17,MIR633.csv,98
chr15,SNORD116-5.csv,97
chr15,SNORD116-7.csv,97
chr14,MIR655.csv,97
chr15,SNORD116-8.csv,97
chr3,MIR570.csv,97
chr8,MIR597.csv,97
chr7,MIR590.csv,97
chr3,MIR5002.csv,97
chr15,SNORD116-9.csv,97
chr15,SNORD116-2.csv,97
chr15,SNORD116-3.csv,97
chr15,MIR630.csv,97
chr9,MIR6081.csv,97
chr17,MIR548AA2.csv,97
chr17,SNORD7.csv,97
chr17,MIR634.csv,97
chr12,MIR548C.csv,97
chr10,MIR603.csv,97
chr8,MIR548AA1.csv,97
chr7,MIR550A2.csv,97
chr6,MIR548A2.csv,97
chr6,MIR548A1.csv,97
chr7,MIR550A1.csv,97
chr19,MIR642A.csv,97
chr9,MIR23B.csv,97
chr14,MIR127.csv,97
chr23,MIR651.csv,97
chr19,MIR643.csv,97
chr9,MIR27B.csv,97
chr2,MIR561.csv,97
chr11,MIR548AL.csv,97
chr23,MIR660.csv,97
chr15,SNORD116-1.csv,97
chr11,MIR610.csv,96
chr6,MIR587.csv,96
chr1,MIR7846.csv,96
chr19,MIR640.csv,96
chr9,MIR2278.csv,96
chr2,MIR559.csv,96
chr1,MIR92B.csv,96
chr10,MIR606.csv,96
chr9,MIR455.csv,96
chr16,MIR9901.csv,96
chr1,MIR554.csv,96
chr13,MIR622.csv,96
chr13,MIR621.csv,96
chr3,MIR1324.csv,96
chr5,MIR3661.csv,96
chr7,RNY4.csv,96
chr4,MIR571.csv,96
chr15,MIR548AP.csv,96
chr14,MIR411.csv,96
chr22,MIR650.csv,96
chr12,MIR615.csv,96
chr3,MIR551B.csv,96
chr4,MIR578.csv,96
chr4,MIR577.csv,96
chr4,MIR574.csv,96
chr12,MIR3974.csv,96
chr12,MIR6125.csv,96
chr2,MIR562.csv,95
chr1,MIR200B.csv,95
chr8,MIR548AZ.csv,95
chr1,MIR556.csv,95
chr19,MIR517C.csv,95
chr13,MIR5007.csv,95
chr16,MIR662.csv,95
chr20,MIR12122.csv,95
chr4,MIR572.csv,95
chr7,MIR3914-2.csv,95
chr9,MIR8081.csv,95
chr1,SNORD21.csv,95
chr12,MIR613.csv,95
chr12,MIR141.csv,95
chr3,MIR564.csv,94
chr15,MIR626.csv,94
chr17,MIR632.csv,94
chr15,MIR4509-1.csv,94
chr15,MIR4509-2.csv,94
chr15,SNORD116-24.csv,94
chr16,MIR940.csv,94
chr17,MIR423.csv,94
chr14,MIR432.csv,94
chr2,MIR558.csv,94
chr17,MIR3678.csv,94
chr6,TRI-TAT3-1.csv,94
chr16,SNORD111.csv,94
chr6,TRI-TAT2-3.csv,94
chr20,MIR646.csv,94
chr20,MIR645.csv,94
chr20,MIR644A.csv,94
chr6,TRI-TAT2-2.csv,94
chr15,SNORD116-25.csv,94
chr15,SNORD116-22.csv,94
chr15,SNORD116-19.csv,94
chr15,SNORD116-21.csv,94
chr15,SNORD116-15.csv,94
chr15,SNORD116-27.csv,94
chr15,SNORD116-20.csv,94
chr15,SNORD116-16.csv,94
chr15,SNORD116-23.csv,94
chr21,MIR802.csv,94
chr15,SNORD116-14.csv,94
chr15,SNORD116-17.csv,94
chr15,SNORD116-18.csv,94
chr15,SNORD116-13.csv,94
chr15,SNORD116-12.csv,94
chr12,MIR331.csv,94
chr15,SNORD116-11.csv,94
chr7,MIR335.csv,94
chr16,MIR3180-1.csv,94
chr3,MIR9900.csv,93
chr14,MIR433.csv,93
chr7,MIR12119.csv,93
chr2,TRI-TAT2-1.csv,93
chr2,MIR4438.csv,93
chr8,TRY-GTA5-1.csv,93
chr2,TRY-ATA1-1.csv,93
chr14,MIR337.csv,93
chr15,SNORD116-28.csv,93
chr4,MIR5091.csv,93
chr8,MIR4286.csv,93
chr4,MIR1243.csv,93
chr3,SNORD19B.csv,93
chr22,MIR4763.csv,92
chr2,MIR5192.csv,92
chr1,MIR30E.csv,92
chr5,MIR12130.csv,92
chr21,MIR6724-1.csv,92
chr21,MIR6724-3.csv,92
chr17,MIR4314.csv,92
chr21,MIR6724-4.csv,92
chr21,MIR6724-2.csv,92
chr20,MIR3616.csv,92
chr19,MIR6807.csv,92
chr11,MIR3166.csv,92
chr1,MIR1231.csv,92
chr6,MIR4464.csv,92
chr19,SNORD105B.csv,92
chr15,MIR1179.csv,91
chr19,MIR935.csv,91
chr2,MIR4436B2.csv,91
chr6,MIR2113.csv,91
chr6,TRY-GTA1-1.csv,91
chr1,MIR4258.csv,91
chr13,MIR4306.csv,91
chr13,MIR759.csv,91
chr23,MIR532.csv,91
chr14,MIR544A.csv,91
chr4,MIR4274.csv,91
chr8,MIR2053.csv,91
chr14,MIR412.csv,91
chr9,MIR3960.csv,91
chr9,MIR2861.csv,90
chr6,TRY-GTA8-1.csv,90
chr18,MIR4741.csv,90
chr19,MIR520G.csv,90
chr19,MIR516A1.csv,90
chr19,MIR516A2.csv,90
chr19,MIR516B1.csv,90
chr18,MIR4528.csv,90
chr6,MIR4640.csv,90
chr1,MIR200A.csv,90
chr24,MIR12120.csv,90
chr11,MIR129-2.csv,90
chr16,MIR6863.csv,90
chr20,SNORD12.csv,90
chr15,MIR9-3.csv,90
chr12,MIR614.csv,90
chr16,MIR3176.csv,90
chr17,MIR4725.csv,90
chr9,MIR181B2.csv,89
chr8,MIR8084.csv,89
chr6,TRY-GTA6-1.csv,89
chr21,MIR125B2.csv,89
chr1,MIR30C1.csv,89
chr6,TRY-GTA3-1.csv,89
chr2,MIR149.csv,89
chr14,MIR493.csv,89
chr12,MIR4497.csv,89
chr8,TRY-GTA5-2.csv,89
chr16,MIR8058.csv,89
chr7,MIR1183.csv,89
chr11,MIR130A.csv,89
chr2,TRY-GTA2-1.csv,89
chr3,MIR3919.csv,89
chr2,SNORD92.csv,89
chr14,TRY-GTA5-5.csv,89
chr13,MIR2276.csv,89
chr4,MIR4453.csv,89
chr11,MIR1260B.csv,89
chr17,MIR4724.csv,89
chr5,SNORD123.csv,88
chr17,TRR-TCT2-1.csv,88
chr23,MIR4536-2.csv,88
chr14,MIR758.csv,88
chr3,MIR944.csv,88
chr2,SNORD70.csv,88
chr5,MIR12118.csv,88
chr5,MIR145.csv,88
chr22,MIR3618.csv,88
chr14,MIR1197.csv,88
chr19,MIR518E.csv,88
chr17,MIR193A.csv,88
chr5,VTRNA1-2.csv,88
chr5,VTRNA1-3.csv,88
chr19,MIR520H.csv,88
chr9,MIR219B.csv,88
chr16,MIR3180-2.csv,88
chr19,MIR519D.csv,88
chr19,SNORD35B.csv,88
chr6,MIR548AI.csv,88
chr10,MIR548E.csv,88
chr19,MIR518D.csv,87
chr19,MIR1283-2.csv,87
chr15,MIR3174.csv,87
chr19,MIR518A2.csv,87
chr19,MIR518F.csv,87
chr19,MIR520F.csv,87
chr19,MIR1283-1.csv,87
chr8,MIR12123.csv,87
chr19,MIR519A2.csv,87
chr19,MIR520E.csv,87
chr19,MIR520C.csv,87
chr19,MIR519C.csv,87
chr8,MIR1207.csv,87
chr19,MIR520D.csv,87
chr9,MIRLET7D.csv,87
chr19,MIR523.csv,87
chr12,MIR3612.csv,87
chr9,MIRLET7F1.csv,87
chr6,TRR-TCT5-1.csv,87
chr17,MIR3615.csv,87
chr20,MIR124-3.csv,87
chr10,MIR511.csv,87
chr1,MIR3972.csv,87
chr16,MIR365A.csv,87
chr19,MIR521-1.csv,87
chr18,MIR4526.csv,87
chr19,MIR524.csv,87
chr19,MIR517A.csv,87
chr19,MIR522.csv,87
chr19,MIR521-2.csv,87
chr4,MIR3688-2.csv,87
chr4,MIR4275.csv,87
chr13,MIR19B1.csv,87
chr11,TRR-TCT3-2.csv,86
chr16,MIR4516.csv,86
chr19,MIR125A.csv,86
chr17,SNORD1B.csv,86
chr12,MIR6762.csv,86
chr14,MIR323A.csv,86
chr1,MIR942.csv,86
chr14,MIR1185-1.csv,86
chr10,MIR1265.csv,86
chr9,SNORD62B.csv,86
chr9,SNORD62A.csv,86
chr14,MIR1185-2.csv,86
chr1,MIR6500.csv,86
chr5,MIR1271.csv,86
chr1,MIR4424.csv,86
chr21,MIR8069-1.csv,86
chr6,MIR877.csv,86
chr1,MIR4257.csv,86
chr2,MIR4777.csv,86
chr20,SNORD86.csv,86
chr19,SNORD35A.csv,86
chr22,MIR3199-2.csv,86
chr5,MIR1303.csv,86
chr21,MIR8069.csv,86
chr6,MIR206.csv,86
chr23,MIR188.csv,86
chr4,MIR1305.csv,86
chr23,MIR502.csv,86
chr3,MIR7110.csv,86
chr3,MIR4448.csv,86
chr3,MIR28.csv,86
chr19,SNORD105.csv,85
chr10,MIR4295.csv,85
chr19,MIR5695.csv,85
chr20,MIR8062.csv,85
chr9,MIR126.csv,85
chr19,MIR527.csv,85
chr7,MIR4285.csv,85
chr11,MIR4691.csv,85
chr11,MIR6124.csv,85
chr19,MIR518A1.csv,85
chr1,MIR3119-2.csv,85
chr2,MIR1244-1.csv,85
chr1,TRR-TCT1-1.csv,85
chr15,MIR190A.csv,85
chr14,MIR625.csv,85
chr23,MIR764.csv,85
chr3,MIR1224.csv,85
chr5,MIR12125.csv,85
chr5,MIR1244-2.csv,85
chr22,MIR3200.csv,85
chr15,SNORD116-29.csv,85
chr5,SNORD170.csv,85
chr22,MIR1306.csv,85
chr15,SNORD116-30.csv,85
chr12,MIR1244-4.csv,85
chr18,MIR122.csv,85
chr19,MIR516B2.csv,85
chr11,SNORD13F.csv,85
chr19,MIR526A1.csv,85
chr2,MIR5696.csv,85
chr7,MIR5090.csv,85
chr19,MIR525.csv,85
chr19,MIR520A.csv,85
chr2,MIR4436A.csv,85
chr8,MIR5708.csv,85
chr19,MIR3188.csv,85
chr19,MIR519A1.csv,85
chr9,MIR491.csv,84
chr16,MIR3179-2.csv,84
chr12,MIR3922.csv,84
chr20,MIR3195.csv,84
chr16,MIR138-2.csv,84
chr7,RNY5.csv,84
chr16,MIR3179-1.csv,84
chr15,MIR184.csv,84
chr21,MIRLET7C.csv,84
chr16,MIR4719.csv,84
chr17,MIR6165.csv,84
chr17,MIR5089.csv,84
chr1,MIR4425.csv,84
chr6,MIR4644.csv,84
chr3,MIR4787.csv,84
chr6,MIR7161.csv,84
chr11,MIR34B.csv,84
chr8,MIR5680.csv,84
chr1,SNORD45A.csv,84
chr11,MIR1343.csv,84
chr3,MIR4273.csv,84
chr2,SNORD11.csv,84
chr20,MIR3646.csv,84
chr19,MIR512-1.csv,84
chr14,MIR154.csv,84
chr23,MIR500A.csv,84
chr14,MIR4307.csv,84
chr3,MIR128-2.csv,84
chr14,MIR2392.csv,84
chr2,MIR4269.csv,84
chr14,MIR487B.csv,84
chr23,MIR501.csv,84
chr13,MIR17.csv,84
chr14,MIR329-2.csv,84
chr14,MIR541.csv,84
chr12,MIRLET7I.csv,84
chr19,MIR519E.csv,84
chr11,MIR4688.csv,83
chr21,MIR4759.csv,83
chr6,MIR588.csv,83
chr16,MIR762.csv,83
chr5,MIR3655.csv,83
chr11,MIR3164.csv,83
chr19,MIR515-1.csv,83
chr23,MIR934.csv,83
chr3,MIR5688.csv,83
chr16,TRL-CAG2-1.csv,83
chr1,MIR429.csv,83
chr1,MIR4422.csv,83
chr10,MIR605.csv,83
chr14,MIR4309.csv,83
chr16,MIR4518.csv,83
chr23,MIR548AN.csv,83
chr14,MIR300.csv,83
chr22,MIRLET7B.csv,83
chr1,TRL-CAG1-5.csv,83
chr22,MIR3619.csv,83
chr1,TRL-CAG1-4.csv,83
chr1,TRL-CAG1-3.csv,83
chr22,MIR12114.csv,83
chr11,TRL-TAA3-1.csv,83
chr1,TRL-CAG1-2.csv,83
chr6,MIR1202.csv,83
chr8,MIR3622A.csv,83
chr16,MIR193B.csv,83
chr1,TRL-CAG1-1.csv,83
chr19,MIR10394.csv,83
chr8,MIR4471.csv,83
chr5,MIR378H.csv,83
chr19,MIR1238.csv,83
chr19,MIR515-2.csv,83
chr3,MIR3923.csv,83
chr19,SNORD33.csv,83
chr19,MIR526B.csv,83
chr10,MIR4484.csv,83
chr2,MIR4263.csv,83
chr6,TRL-CAG1-7.csv,83
chr6,TRL-TAA1-1.csv,83
chr19,MIR518B.csv,83
chr7,MIR4653.csv,83
chr15,SNORD115-40.csv,82
chr1,MIR4684.csv,82
chr12,TRS-CGA4-1.csv,82
chr15,SNORD115-17.csv,82
chr15,SNORD115-44.csv,82
chr15,SNORD115-1.csv,82
chr13,MIR19A.csv,82
chr6,MIR4642.csv,82
chr15,SNORD115-19.csv,82
chr15,SNORD115-43.csv,82
chr15,SNORD115-22.csv,82
chr23,MIR3672.csv,82
chr15,SNORD115-4.csv,82
chr15,SNORD115-18.csv,82
chr15,SNORD115-11.csv,82
chr15,SNORD115-42.csv,82
chr16,MIR3177.csv,82
chr2,MIR128-1.csv,82
chr15,SNORD115-41.csv,82
chr15,SNORD115-5.csv,82
chr15,SNORD115-7.csv,82
chr15,SNORD115-6.csv,82
chr6,TRS-AGA2-1.csv,82
chr6,TRS-AGA3-1.csv,82
chr5,MIR3142.csv,82
chr1,MIR6077.csv,82
chr6,TRS-CGA2-1.csv,82
chr5,MIR8056.csv,82
chr15,SNORD115-16.csv,82
chr6,TRS-AGA2-4.csv,82
chr6,TRS-AGA2-3.csv,82
chr15,SNORD115-13.csv,82
chr15,SNORD115-9.csv,82
chr15,SNORD115-8.csv,82
chr22,MIR185.csv,82
chr6,TRS-GCT1-1.csv,82
chr22,MIR130B.csv,82
chr6,TRS-AGA2-2.csv,82
chr15,SNORD115-12.csv,82
chr5,TRL-AAG1-2.csv,82
chr5,TRL-AAG2-1.csv,82
chr11,TRS-GCT3-1.csv,82
chr9,MIR3153.csv,82
chr6,TRS-GCT2-1.csv,82
chr15,SNORD115-39.csv,82
chr22,MIR4761.csv,82
chr1,MIR7852.csv,82
chr15,MIR5701-1.csv,82
chr15,MIR5701-3.csv,82
chr15,SNORD115-30.csv,82
chr15,SNORD115-3.csv,82
chr15,MIR5701-2.csv,82
chr15,SNORD115-29.csv,82
chr2,MIR548S.csv,82
chr2,MIR548AD.csv,82
chr15,SNORD115-26.csv,82
chr10,TRS-TGA1-1.csv,82
chr15,SNORD115-33.csv,82
chr15,SNORD115-25.csv,82
chr16,TRL-AAG2-4.csv,82
chr19,SNORD32A.csv,82
chr15,MIR4712.csv,82
chr14,MIR4706.csv,82
chr15,SNORD115-23.csv,82
chr14,MIR495.csv,82
chr17,TRS-GCT4-3.csv,82
chr15,SNORD115-32.csv,82
chr15,SNORD115-31.csv,82
chr15,SNORD115-34.csv,82
chr15,SNORD115-2.csv,82
chr6,TRS-GCT5-1.csv,82
chr15,SNORD115-38.csv,82
chr3,MIR4789.csv,82
chr19,MIR4748.csv,82
chr6,TRS-TGA2-1.csv,82
chr15,SNORD115-37.csv,82
chr15,SNORD115-36.csv,82
chr10,MIR3155A.csv,82
chr19,MIR6800.csv,82
chr14,MIR136.csv,82
chr15,SNORD115-35.csv,82
chr14,TRL-AAG2-3.csv,82
chr14,MIR323B.csv,82
chr15,SNORD115-20.csv,82
chr14,TRL-TAG2-1.csv,82
chr6,TRL-AAG3-1.csv,82
chr23,MIR3202-1.csv,81
chr15,SNORD115-15.csv,81
chr23,MIR4666B.csv,81
chr14,MIR494.csv,81
chr14,MIR654.csv,81
chr4,MIR8082.csv,81
chr7,MIR4284.csv,81
chr2,MIR4433A.csv,81
chr15,SNORD115-21.csv,81
chr13,MIR4502.csv,81
chr9,MIR4477A.csv,81
chr9,MIR4477B.csv,81
chr15,MIR4515.csv,81
chr7,MIR5707.csv,81
chr3,MIR16-2.csv,81
chr17,MIR8059.csv,81
chr6,MIR548U.csv,81
chr17,MIR6785.csv,81
chr19,MIR519B.csv,81
chr1,MIR3120.csv,81
chr8,MIR4659A.csv,81
chr15,SNORD115-10.csv,81
chr21,MIR99A.csv,81
chr1,MIR1278.csv,81
chr18,MIR4318.csv,81
chr11,MIR3160-2.csv,81
chr6,MIR6834.csv,81
chr15,SNORD115-14.csv,81
chr17,MIR4723.csv,81
chr10,MIR3158-1.csv,81
chr17,MIR6516.csv,81
chr1,MIR4677.csv,80
chr7,MIR4283-2.csv,80
chr2,MIR4776-1.csv,80
chr13,MIR8075.csv,80
chr9,MIRLET7A1.csv,80
chr11,MIR6716.csv,80
chr22,MIR5739.csv,80
chr8,MIR4472-1.csv,80
chr1,MIR11399.csv,80
chr14,MIR410.csv,80
chr17,SNORD1C.csv,80
chr11,MIR4687.csv,80
chr14,MIR329-1.csv,80
chr11,MIR4492.csv,80
chr14,MIR376A2.csv,80
chr18,MIR6718.csv,80
chr7,MIR3609.csv,80
chr18,MIR5190.csv,80
chr3,MIR4788.csv,80
chr1,MIR4423.csv,80
chr23,MIR1912.csv,80
chr23,MIR1911.csv,80
chr14,MIR487A.csv,80
chr1,MIR760.csv,80
chr8,MIR3150A.csv,80
chr19,MIR3190.csv,80
chr19,MIR4321.csv,80
chr23,MIR2114.csv,80
chr5,MIR5706.csv,80
chr12,MIR4698.csv,80
chr17,SNORD104.csv,80
chr10,MIR4682.csv,80
chr17,MIR2117.csv,80
chr15,MIR147B.csv,80
chr2,MIR4435-1.csv,80
chr23,MIR1321.csv,79
chr16,MIR484.csv,79
chr14,MIR889.csv,79
chr19,MIR5088.csv,79
chr5,MIR887.csv,79
chr3,MIR563.csv,79
chr14,MIR409.csv,79
chr9,MIR4665.csv,79
chr6,MIR6780B.csv,79
chr9,MIR101-2.csv,79
chr5,MIR378E.csv,79
chr6,MIR5685.csv,79
chr19,MIR6801.csv,79
