chr,gene,length
chr1,LOC107985355.csv,910
chr2,LOC105373510.csv,906
chr21,RSPH1-DT.csv,905
chr16,AHSP.csv,904
chr11,LOC105369507.csv,903
chr1,LOC105378602.csv,900
chr1,LOC105378600.csv,900
chr1,LOC105378599.csv,900
chr1,LOC105378601.csv,900
chr10,LOC107984236.csv,893
chr17,LOC105371853.csv,892
chr7,LOC100128325.csv,888
chr5,LOC107986415.csv,885
chr1,RFX5-AS1.csv,882
chr8,LOC401471.csv,880
chr23,LOC645188.csv,879
chr9,IFNA1.csv,878
chr21,KRTAP10-8.csv,876
chr11,LOC105369399.csv,875
chr21,KRTAP10-12.csv,873
chr3,NCBP2AS2.csv,870
chr19,LINC01233.csv,869
chr17,LINC02563.csv,868
chr23,DUSP21.csv,868
chr2,LINC01921.csv,868
chr10,LOC105376433.csv,864
chr13,LOC105370244.csv,864
chr2,LINC01875.csv,863
chr24,LOC105379414.csv,862
chr23,LOC105379414.csv,862
chr5,LINC02230.csv,860
chr22,LOC105373031.csv,859
chr12,SBNO1-AS1.csv,857
chr23,ZCCHC13.csv,855
chr17,EMC6.csv,854
chr11,LOC107984397.csv,854
chr17,LOC107987248.csv,853
chr1,LCE3C.csv,853
chr6,HLA-DQB1-AS1.csv,850
chr20,LOC112268270.csv,848
chr12,LINC01405.csv,847
chr5,NADK2-AS1.csv,847
chr11,LMNTD2-AS1.csv,846
chr2,TCF7L1-IT1.csv,845
chr2,HAGLROS.csv,844
chr20,C20orf141.csv,844
chr16,HBA1.csv,843
chr16,LOC112268168.csv,842
chr24,LOC107987340.csv,842
chr1,LOC440742.csv,841
chr22,MIF.csv,841
chr2,LOC105374571.csv,840
chr6,DDX39B-AS1.csv,835
chr16,HBA2.csv,835
chr13,LINC00545.csv,834
chr19,LOC102725254.csv,834
chr4,LOC105377590.csv,833
chr1,LOC107985373.csv,832
chr21,URB1-AS1.csv,828
chr13,LOC105370171.csv,826
chr11,BACE1-AS.csv,825
chr2,LOC100996637.csv,824
chr16,LOC105371063.csv,823
chr12,LOC122455340.csv,823
chr7,MNX1-AS2.csv,814
chr6,LOC102725019.csv,812
chr24,TTTY19.csv,812
chr2,FN1-DT.csv,811
chr5,LOC107986388.csv,810
chr2,LOC105373419.csv,807
chr21,KRTAP13-4.csv,807
chr2,LOC107985986.csv,803
chr2,IGKV2D-24.csv,803
chr17,LOC102724956.csv,799
chr6,LOC107986547.csv,793
chr1,PACERR.csv,793
chr21,KRTAP13-1.csv,792
chr6,HCG14.csv,791
chr3,RASSF1-AS1.csv,790
chr6,H1-4.csv,787
chr16,HBM.csv,787
chr14,TRAV26-2.csv,786
chr2,IGKV2D-30.csv,786
chr9,LOC105376308.csv,786
chr1,LOC101928596.csv,784
chr22,LIF-AS2.csv,784
chr22,IGLV3-21.csv,781
chr17,FAM215A.csv,780
chr10,LINC02639.csv,779
chr21,LOC112268278.csv,777
chr9,LOC101928523.csv,774
chr23,LOC728660.csv,770
chr22,LOC105373019.csv,769
chr6,LOC105377839.csv,766
chr14,TRAV4.csv,764
chr1,LOC107984935.csv,763
chr11,LOC101929289.csv,761
chr1,PPIAL4A.csv,760
chr1,PPIAL4C.csv,760
chr1,PPIAL4F.csv,760
chr14,TRAV26-1.csv,759
chr13,LOC105370321.csv,759
chr12,ATXN2-AS.csv,758
chr17,LOC107985039.csv,756
chr19,C19orf33.csv,756
chr6,LINC01556.csv,755
chr2,LOC107985943.csv,755
chr23,FAM236A.csv,753
chr17,KRTAP9-1.csv,753
chr20,LINC01728.csv,751
chr22,IGLV3-12.csv,750
chr20,LOC105372721.csv,746
chr20,LINC01742.csv,745
chr22,LOC112268297.csv,738
chr1,LENEP.csv,736
chr2,IGKV2D-40.csv,734
chr7,TRBV17.csv,733
chr2,IGKV2D-28.csv,733
chr24,VCY1B.csv,732
chr4,PTTG2.csv,731
chr2,IGKV2D-29.csv,730
chr22,VPREB1.csv,730
chr12,CHFR-DT.csv,730
chr17,LINC01969.csv,727
chr2,LOC107985877.csv,726
chr16,HBQ1.csv,721
chr5,LINC01574.csv,717
chr22,LOC105373060.csv,715
chr23,FAM223A.csv,713
chr14,LINC02322.csv,712
chr23,LOC105377213.csv,712
chr6,IER3-AS1.csv,711
chr9,BNC2-AS1.csv,711
chr21,DNMT3L-AS1.csv,709
chr8,RBM12B-AS1.csv,709
chr23,MPC1L.csv,709
chr6,LOC101927082.csv,708
chr3,LOC107986149.csv,707
chr1,LINC02805.csv,704
chr17,LOC105371812.csv,704
chr20,MCTS2P.csv,703
chr17,LINC01976.csv,702
chr22,FAM246B.csv,699
chr14,LINC00226.csv,699
chr22,FAM246C.csv,698
chr7,LOC107986846.csv,696
chr2,LOC105376810.csv,695
chr3,LOC105374053.csv,695
chr1,GAS5-AS1.csv,694
chr11,CLDN25.csv,690
chr14,LOC105370669.csv,685
chr8,CERNA3.csv,683
chr5,HSPB3.csv,679
chr1,MED8-AS1.csv,678
chr9,MRPL41.csv,677
chr7,TRBV20-1.csv,673
chr14,SEC23A-AS1.csv,673
chr9,LOC122394732.csv,670
chr5,LOC731157.csv,670
chr2,LINC01809.csv,669
chr17,NPB.csv,668
chr9,TAL2.csv,668
chr14,TRAV1-1.csv,664
chr8,LOC105379585.csv,662
chr10,PARD3-DT.csv,655
chr4,LOC107986265.csv,653
chr7,LOC105375193.csv,649
chr23,CXorf51B.csv,641
chr13,LINC01046.csv,637
chr21,KRTAP6-3.csv,636
chr14,RNASE8.csv,634
chr16,LOC105379466.csv,633
chr23,H2AL3.csv,633
chr22,IGLV3-9.csv,628
chr10,LOC105378330.csv,628
chr19,LINC01855.csv,626
chr1,LCE1A.csv,625
chr1,RCC2-AS1.csv,622
chr7,TRBV29-1.csv,622
chr8,LOC105377799.csv,622
chr7,TRBV18.csv,619
chr9,CDKN2A-DT.csv,616
chr1,LOC107984956.csv,616
chr14,TRAV1-2.csv,614
chr16,LOC105371167.csv,611
chr7,LINC00244.csv,611
chr4,LOC105374346.csv,610
chr14,TRAV25.csv,609
chr13,FKSG29.csv,608
chr2,LOC107985774.csv,606
chr19,LOC105372468.csv,605
chr20,LOC105372632.csv,602
chr11,LOC107984407.csv,602
chr2,PRLH.csv,602
chr14,TRAV38-2DV8.csv,598
chr9,LOC105376135.csv,597
chr20,SCP2D1.csv,596
chr14,TRAV34.csv,596
chr8,LOC107986868.csv,595
chr21,KRTAP15-1.csv,595
chr14,TRAV38-1.csv,593
chr23,H2AB2.csv,591
chr12,PCBP2-OT1.csv,590
chr23,H2AB1.csv,587
chr2,IGKV4-1.csv,582
chr14,TRAV35.csv,580
chr4,LOC105377326.csv,579
chr14,TRDV1.csv,570
chr6,H2BC1.csv,569
chr14,TRAV10.csv,568
chr1,LOC105378710.csv,563
chr4,LOC105377474.csv,563
chr11,KRTAP5-6.csv,561
chr22,IGLV5-52.csv,561
chr10,TCERG1L-AS1.csv,560
chr14,TRAV30.csv,560
chr14,TRAV12-3.csv,555
chr23,LOC105373383.csv,554
chr2,IGKV6D-41.csv,553
chr8,LOC105375845.csv,553
chr14,TRAV19.csv,553
chr2,IGKV6D-21.csv,552
chr17,HSPB9.csv,549
chr14,TRAV12-2.csv,544
chr6,H2BC15.csv,542
chr14,TRAV27.csv,542
chr18,ZBTB7C-AS2.csv,537
chr14,TRAV21.csv,536
chr23,H2AP.csv,536
chr16,C16orf95-DT.csv,535
chr2,IGKV3D-20.csv,535
chr1,H2AC19.csv,534
chr14,TRAV12-1.csv,532
chr2,IGKV3D-7.csv,532
chr13,LINC01072.csv,530
chr14,TRAV6.csv,528
chr17,LOC105371592.csv,525
chr16,IGHV3OR16-8.csv,523
chr14,TRAV29DV5.csv,522
chr10,LINC02644.csv,522
chr20,FAM83C-AS1.csv,522
chr6,H2AC6.csv,519
chr14,TRAV22.csv,519
chr16,LOC101928557.csv,519
chr1,H3C15.csv,518
chr6,H2AC8.csv,517
chr7,LOC105379719.csv,517
chr14,TRAV5.csv,516
chr2,IGKV3D-11.csv,514
chr14,TRAV14DV4.csv,514
chr2,IGKV3D-15.csv,514
chr22,IGLV3-25.csv,513
chr1,RC3H1-DT.csv,513
chr14,TRAV2.csv,513
chr22,IGLV9-49.csv,511
chr14,TRAV7.csv,511
chr6,GFOD1-AS1.csv,511
chr14,TRAV23DV6.csv,510
chr17,KRTAP9-7.csv,510
chr16,SNHG9.csv,509
chr6,H3C1.csv,508
chr14,TRAV24.csv,504
chr14,TRAV13-1.csv,504
chr14,TRAV41.csv,504
chr7,TRBV7-7.csv,502
chr22,IGLV3-16.csv,501
chr14,TRAV39.csv,500
chr22,IGLV3-10.csv,500
chr14,TRAV13-2.csv,499
chr9,LINC01230.csv,499
chr14,TRDV2.csv,497
chr7,TRBV7-6.csv,497
chr22,IGLV4-3.csv,497
chr1,DNM3-IT1.csv,496
chr6,H2AC13.csv,495
chr22,IGLV5-48.csv,494
chr1,H2AC20.csv,494
chr19,PRG1.csv,493
chr14,TRAV36DV7.csv,493
chr22,IGLV3-19.csv,493
chr7,TRBV7-2.csv,493
chr6,H2AC11.csv,493
chr11,OMP.csv,492
chr22,IGLV5-45.csv,492
chr14,TRAV20.csv,491
chr22,IGLV5-37.csv,491
chr12,LOC100240734.csv,491
chr22,IGLV3-32.csv,490
chr2,IGKV5-2.csv,490
chr22,IGLV3-22.csv,490
chr22,IGLV11-55.csv,487
chr6,H3C10.csv,486
chr5,NCRUPAR.csv,486
chr6,H3C3.csv,486
chr7,TRBV13.csv,484
chr22,IGLV4-60.csv,484
chr17,KRTAP9-6.csv,483
chr22,IGLV3-27.csv,483
chr14,TRAV17.csv,483
chr6,H2AC16.csv,482
chr8,LOC105377801.csv,482
chr14,TRAV8-7.csv,482
chr6,H2BC10.csv,482
chr7,TRBV28.csv,481
chr22,IGLV3-1.csv,481
chr22,IGLV4-69.csv,479
chr23,GPC3-AS1.csv,479
chr22,IGLV6-57.csv,478
chr19,LINC02560.csv,477
chr7,TRBV24-1.csv,477
chr23,EIF1AX-AS1.csv,477
chr2,IGKV1D-13.csv,477
chr14,TRAV9-1.csv,476
chr2,IGKV1D-17.csv,476
chr22,IGLV2-33.csv,476
chr19,LOC105372234.csv,476
chr2,IGKV1D-16.csv,476
chr7,TRBV19.csv,476
chr2,IGKV1D-12.csv,476
chr2,IGKV1D-43.csv,476
chr7,TRBV9.csv,475
chr2,IGKV1D-8.csv,475
chr2,IGKV1D-37.csv,475
chr2,IGKV1D-39.csv,475
chr2,IGKV1D-33.csv,475
chr14,TRAV9-2.csv,474
chr7,TRBV27.csv,473
chr7,TRBV7-9.csv,473
chr6,H2BC7.csv,473
chr22,IGLV2-23.csv,471
chr22,IGLV2-11.csv,471
chr22,IGLV2-14.csv,471
chr22,IGLV2-18.csv,470
chr6,H2BC6.csv,470
chr14,TRAV8-4.csv,470
chr7,TRBV5-1.csv,470
chr22,IGLV2-8.csv,469
chr7,TRBV15.csv,469
chr22,IGLV1-44.csv,468
chr7,TRBV25-1.csv,468
chr22,IGLV1-47.csv,468
chr22,IGLV1-36.csv,468
chr14,TRAV8-1.csv,468
chr6,H2BC14.csv,468
chr6,H2BC17.csv,467
chr8,LOC105375767.csv,467
chr21,H2BC12L.csv,467
chr2,IGKV1D-42.csv,467
chr7,TRBV5-7.csv,467
chr22,IGLV1-50.csv,466
chr7,TRBV5-6.csv,466
chr22,IGLV1-40.csv,466
chr7,TRBV5-4.csv,465
chr22,IGLV10-54.csv,465
chr7,TRBV5-5.csv,465
chr1,LOC103021295.csv,464
chr7,TRBV7-3.csv,463
chr14,TRAV18.csv,463
chr22,IGLV1-51.csv,462
chr6,H2BC9.csv,462
chr7,TRBV7-4.csv,462
chr7,TRBV3-1.csv,460
chr2,USP34-DT.csv,460
chr14,TRAV8-2.csv,460
chr6,H2AC12.csv,457
chr1,H2BU1.csv,456
chr7,TRBV4-1.csv,454
chr7,TRBV4-2.csv,454
chr22,IGLV8-61.csv,452
chr7,TRBV10-3.csv,450
chr7,TRBV10-2.csv,450
chr7,TRBV10-1.csv,450
chr14,TRAV8-3.csv,449
chr7,TRBV11-1.csv,448
chr7,TRBV12-5.csv,447
chr7,TRBV12-4.csv,447
chr7,TRBV12-3.csv,447
chr17,STH.csv,445
chr14,TRAV16.csv,443
chr14,TRAV8-6.csv,442
chr22,IGLV7-46.csv,440
chr7,TRBV11-2.csv,439
chr7,TRBV11-3.csv,438
chr22,IGLV7-43.csv,438
chr7,TRBV6-5.csv,436
chr7,TRBV2.csv,435
chr7,TRBV6-4.csv,435
chr7,TRBV14.csv,433
chr7,TRBV6-1.csv,433
chr7,TRBV6-6.csv,433
chr7,TRBV6-3.csv,433
chr14,TRAV3.csv,433
chr14,TRAV40.csv,430
chr7,TRBV6-8.csv,429
chr24,LOC105377219.csv,427
chr19,GNG14.csv,425
chr4,FBXW7-AS1.csv,423
chr18,SCARNA17.csv,421
chr1,SCARNA2.csv,420
chr21,KRTAP20-2.csv,414
chr6,H4C5.csv,412
chr21,KRTAP12-3.csv,410
chr6,H4C3.csv,405
chr6,H4C1.csv,402
chr6,H4C6.csv,401
chr6,H4C9.csv,397
chr1,H4C14.csv,396
chr6,H4C11.csv,389
chr20,PCNA-AS1.csv,384
chr16,LOC105371342.csv,366
chr2,SCYGR2.csv,363
chr11,SCARNA9.csv,353
chr4,LOC107986224.csv,353
chr15,PWAR4.csv,342
chr17,SNHG25.csv,340
chr6,RN7SK.csv,332
chr12,SCARNA10.csv,330
chr2,SCYGR8.csv,327
chr1,LOC105378898.csv,326
chr22,IGLC3.csv,320
chr22,IGLC1.csv,320
chr22,IGLC2.csv,320
chr22,IGLC7.csv,320
chr2,SCYGR4.csv,318
chr14,RN7SL1.csv,299
chr21,KRTAP22-1.csv,296
chr3,PYDC2.csv,294
chr2,SCYGR7.csv,291
chr1,LCE3B.csv,288
chr10,LOC105378274.csv,281
chr2,SCARNA5.csv,278
chr21,KRTAP20-1.csv,275
chr21,KRTAP20-3.csv,273
chr2,SCARNA6.csv,266
chr2,SCYGR5.csv,258
chr12,SNORA53.csv,250
chr21,KRTAP20-4.csv,224
chr10,SNORA87.csv,222
chr17,SNORD3B-1.csv,217
chr17,SNORD3A.csv,217
chr12,SNORD133.csv,216
chr1,SNORD3G.csv,214
chr8,RNU105C.csv,210
chr8,SNORD3H.csv,210
chr20,RNU105B.csv,209
chr1,SNORA73A.csv,207
chr1,SNORA73B.csv,205
chr10,SNORA74C-1.csv,204
chr10,SNORA74C-2.csv,204
chr5,SNORA74B.csv,204
chr2,BCYRN1.csv,200
chr5,SNORA74A.csv,200
chr8,SNORA99.csv,197
chr10,SNORD142.csv,195
chr7,SCARNA28.csv,194
chr11,SNORA23.csv,189
chr17,SCARNA16.csv,187
chr21,MIR3648-2.csv,180
chr21,MIR3648-1.csv,180
chr23,ETDC.csv,180
chr3,SNORA81.csv,178
chr14,SNORA89.csv,177
chr17,SNORA90.csv,175
chr3,SNORA93.csv,168
chr1,SCARNA1.csv,166
chr1,RNVU1-15.csv,165
chr1,RNVU1-4.csv,164
chr1,RNU1-2.csv,164
chr1,RNU1-4.csv,164
chr11,MIR6753.csv,164
chr1,RNVU1-14.csv,164
chr1,RNVU1-3.csv,161
chr21,RNA5-8SN3.csv,157
chr21,RNA5-8SN2.csv,157
chr21,RNA5-8SN1.csv,157
chr12,SNORA113.csv,154
chr3,SNORA62.csv,154
chr17,SNORA59B.csv,152
chr1,SNORA59A.csv,152
chr22,RNU12.csv,150
chr3,SNORA6.csv,149
chr11,SNORA57.csv,149
chr17,SNORD10.csv,148
chr11,SNORD15A.csv,148
chr6,SNORA116.csv,147
chr3,SNORD136.csv,147
chr11,SNORD131.csv,146
chr11,SNORD15B.csv,146
chr1,TRNAV-CAC.csv,144
chr16,SNORA119.csv,144
chr5,SNORA74D.csv,144
chr5,MIR1294.csv,142
chr18,MIR3976.csv,139
chr19,SNORA104.csv,139
chr1,SCARNA21B.csv,139
chr17,SCARNA21.csv,138
chr7,SNORA22B.csv,138
chr19,MIR1302-11.csv,138
chr1,MIR1302-2.csv,138
chr9,MIR1302-9.csv,138
chr15,MIR5572.csv,137
chr3,SNORA4.csv,137
chr12,SNORA49.csv,137
chr19,MIR181D.csv,137
chr2,SNORD94.csv,137
chr17,SNORA67.csv,137
chr1,SNORA58B.csv,136
chr20,SNORA71E.csv,136
chr20,SNORA60.csv,136
chr5,SNORA70J.csv,135
chr23,SNORA70.csv,135
chr7,SNORA15B-2.csv,135
chr1,SNORA70H.csv,135
chr17,SNORA48.csv,135
chr7,SNORA15B-1.csv,135
chr1,RNU11.csv,135
chr3,SNORA63.csv,135
chr2,SNORA70I.csv,135
chr7,SNORA80D.csv,135
chr11,SNORA52.csv,134
chr7,SNORA22.csv,134
chr7,SNORA22C.csv,134
chr7,SNORA14A.csv,134
chr2,SNORA10B.csv,133
chr18,SNORA108.csv,133
chr7,SNORA15.csv,133
chr19,SNORA68.csv,133
chr1,SNORA66.csv,133
chr17,SNORA50C.csv,133
chr3,SNORA63E.csv,133
chr6,SNORA33.csv,133
chr1,SNORA16B.csv,133
chr5,SNORA13.csv,133
chr3,SNORA63D.csv,132
chr20,SNORA51.csv,132
chr6,SNORA38.csv,132
chr17,SNORA38B.csv,132
chr2,SNORA41.csv,132
chr23,SNORA36A.csv,132
chr5,SNORA50D.csv,132
chr11,SNORA3B.csv,131
chr19,SNORA118.csv,131
chr23,SNORA11G.csv,131
chr12,MIR3652.csv,131
chr23,SNORA11.csv,131
chr12,SNORA9B.csv,131
chr4,SNORA24.csv,131
chr11,SNORA3A.csv,130
chr14,SNORD3P3.csv,130
chr23,SCARNA23.csv,130
chr2,RNU4ATAC.csv,130
chr16,SNORA30.csv,129
chr15,SNORA41B.csv,129
chr23,SNORA56.csv,129
chr9,SNORA30B.csv,129
chr7,MIR490.csv,128
chr6,SNORA40C.csv,128
chr19,SNAR-G1.csv,128
chr2,SNORA40B.csv,128
chr23,SNORA35.csv,128
chr15,SCARNA15.csv,127
chr14,SNORA11B.csv,127
chr16,SNORA78.csv,127
chr23,SNORA11C.csv,127
chr23,SNORA11D.csv,127
chr14,SNORA28.csv,126
chr13,SNORA27.csv,126
chr12,MIR3908.csv,126
chr3,SNORA63B.csv,125
chr22,SNORA77B.csv,125
chr4,SCARNA22.csv,125
chr13,SNORA107.csv,125
chr1,SNORA77.csv,125
chr2,SNORA112.csv,124
chr19,MIR498.csv,124
chr19,SNAR-F.csv,123
chr20,MIR499A.csv,122
chr19,SNAR-A2.csv,122
chr4,SNORA26.csv,122
chr19,SNAR-A12.csv,122
chr19,SNAR-A13.csv,122
chr19,SNAR-A1.csv,122
chr19,SNAR-A3.csv,121
chr3,SNAR-I.csv,121
chr19,SNAR-C4.csv,120
chr19,SNAR-C2.csv,120
chr1,MIR5191.csv,120
chr19,SNAR-C1.csv,120
chr19,SNAR-C5.csv,120
chr17,MIR5010.csv,120
chr19,MIR1199.csv,119
chr10,MIR5100.csv,119
chr1,RNU5E-1.csv,119
chr6,MIR133B.csv,119
chr19,SNAR-C3.csv,119
chr22,MIR3909.csv,119
chr19,MIR769.csv,118
chr7,MIR671.csv,118
chr15,RNU5A-1.csv,117
chr15,RNU5B-1.csv,117
chr5,SNORA105A.csv,116
chr16,MIR1273H.csv,116
chr12,SNORA105C.csv,116
chr11,MIR548K.csv,116
chr12,MIR492.csv,116
chr17,MIR4524B.csv,115
chr19,MIR5196.csv,115
chr7,MIR6892.csv,115
chr14,MIR431.csv,114
chr16,MIR5189.csv,114
chr14,MIR6076.csv,113
chr17,MIR6786.csv,113
chr6,SNORA98.csv,113
chr1,MIR6740.csv,113
chr22,MIR5571.csv,113
chr7,MIR6839.csv,113
chr12,MIR5188.csv,113
chr2,SNORD11B.csv,112
chr5,MIR5197.csv,112
chr23,MIR1298.csv,112
chr9,MIR3910-1.csv,111
chr7,MIR3666.csv,111
chr23,MIR448.csv,111
chr17,MIR365B.csv,111
chr17,MIR548BC.csv,110
chr14,MIR203A.csv,110
chr19,MIR181C.csv,110
chr9,MIR181A2.csv,110
chr2,MIR10B.csv,110
chr19,SNORD23.csv,110
chr23,MIR223.csv,110
chr2,MIR9986.csv,110
chr6,MIR219A1.csv,110
chr12,MIR196A2.csv,110
chr19,MIR7-3.csv,110
chr1,MIR205.csv,110
chr4,MIR218-1.csv,110
chr1,MIR6084.csv,110
chr15,MIR6085.csv,110
chr15,MIR7-2.csv,110
chr7,MIR6132.csv,109
chr5,MIR6131.csv,109
chr21,MIR6130.csv,109
chr4,MIR6082.csv,109
chr8,MIR124-2.csv,109
chr11,MIR6128.csv,109
chr24,MIR9985.csv,109
chr7,MIR6133.csv,108
chr14,RNU6-7.csv,107
chr11,MIR3973.csv,107
chr6,MIR5004.csv,107
chr6,MIR3934.csv,107
chr19,RNU6-9.csv,107
chr19,RNU6-2.csv,107
chr3,MIR1248.csv,106
chr4,MIR7849.csv,106
chr1,TRL-CAA4-1.csv,106
chr6,SNORD166.csv,106
chr3,MIR6083.csv,106
chr23,MIR3937.csv,106
chr5,MIR143.csv,106
chr23,MIR4330.csv,105
chr6,TRL-CAA1-2.csv,105
chr9,SNORD141A.csv,105
chr4,MIR1269A.csv,105
chr11,SNORD13I.csv,105
chr13,SNORD13G.csv,105
chr14,SNORD114-4.csv,104
chr1,SNORD13C.csv,104
chr5,SNORD13B-2.csv,104
chr16,MIR3935.csv,104
chr15,SNORD116-10.csv,104
chr8,SNORD173.csv,104
chr8,SNORD13.csv,104
chr20,SNORD12B.csv,103
chr18,MIR5011.csv,103
chr10,MIR3941.csv,103
chr11,MIR7847.csv,103
chr2,MIR5000.csv,103
chr7,RNY3.csv,102
chr11,MIR1237.csv,102
chr14,MIR496.csv,102
chr9,MIR12126.csv,102
chr3,MIR12127.csv,102
chr1,MIR12116.csv,102
chr1,MIR12132.csv,102
chr20,MIR133A2.csv,102
chr6,MIR12131.csv,102
chr14,SNORD127.csv,101
chr16,SNORD111B.csv,101
chr3,MIR12124.csv,101
chr23,MIR3978.csv,101
chr19,MIR518C.csv,101
chr14,MIR376B.csv,100
chr10,MIR6078.csv,100
chr10,MIR608.csv,100
chr16,MIR140.csv,100
chr16,MIR12128.csv,100
chr7,MIR593.csv,100
chr16,MIR8065.csv,100
chr15,MIR4311.csv,100
chr19,MIR638.csv,100
chr7,MIR3943.csv,100
chr12,MIR3913-2.csv,100
chr12,MIR135A2.csv,100
chr2,SNORD3K.csv,100
chr11,MIR612.csv,100
chr1,MIR3659.csv,99
chr12,MIR148B.csv,99
chr14,MIR342.csv,99
chr2,MIR7845.csv,99
chr5,MIR146A.csv,99
chr3,MIR138-1.csv,99
chr5,MIR5003.csv,99
chr23,MIR1184-3.csv,99
chr5,VTRNA1-1.csv,98
chr19,MIR512-2.csv,98
chr3,MIR6826.csv,98
chr11,MIR670.csv,98
chr23,MIR652.csv,98
chr4,MIR576.csv,98
chr17,MIR744.csv,98
chr4,SNORD162.csv,98
chr19,MIR639.csv,98
chr15,SNORD116-26.csv,98
chr3,MIR567.csv,98
chr14,MIR345.csv,98
chr14,MIR770.csv,98
