chr,gene,length
chr12,LOC107984129.csv,13754
chr16,LOC105376753.csv,18353
chr11,RBM7.csv,9942
chr11,USP35.csv,37370
chr1,LOC105378607.csv,4787
chr7,TRC-GCA9-2.csv,72
chr5,OTULINL.csv,34389
chr3,PTX3.csv,6784
chr3,LOC105374080.csv,11463
chr22,LOC105369161.csv,11423
chr4,LOC105377259.csv,17709
chr11,KIRREL3-AS2.csv,4345
chr5,SLC22A4.csv,49816
chr1,ATP1A1.csv,37274
chr15,SNORD115-30.csv,82
chr15,LOC105370933.csv,4945
chr22,IGLJ6.csv,38
chr3,RTP3.csv,2975
chr13,DIAPH3-AS2.csv,8808
chr9,LOC105376313.csv,4990
chr13,LINC02343.csv,268250
chr23,LOC107985697.csv,22698
chr1,LEXM.csv,36190
chr2,LOC105373691.csv,69330
chr1,AGBL4-AS1.csv,11884
chr21,BAGE2.csv,104778
chr19,ARMC6.csv,24574
chr11,PAX6-AS1.csv,70476
chr8,GINS4.csv,15826
chr16,ZNF778.csv,35030
chr2,MIR7515.csv,67
chr4,REELD1.csv,17730
chr1,LOC105372916.csv,11686
chr9,GPR21.csv,9117
chr13,LOC105370222.csv,10811
chr23,SPACA5.csv,5398
chr1,BROX.csv,22633
chr7,FAM71F1.csv,22683
chr22,LOC339666.csv,7680
chr2,LOC107985916.csv,12942
chr6,HLA-DQA2.csv,5808
chr17,SHISA6.csv,322851
chr2,LINC01889.csv,82644
chr20,CSTF1.csv,13984
chr6,SYNGAP1.csv,33625
chr6,LOC105374882.csv,14987
chr21,BACE2.csv,114371
chr17,LOC105371791.csv,1618
chr22,SNRPD3.csv,19322
chr22,LOC110091768.csv,21575
chr3,PRICKLE2-DT.csv,10840
chr15,LOC112268145.csv,12466
chr9,C9orf85.csv,74420
chr3,LOC101926923.csv,5259
chr2,LOC105373622.csv,8281
chr3,LOC105374298.csv,15407
chr8,CTHRC1.csv,11452
chr3,CHST13.csv,19137
chr1,WNT3A.csv,60116
chr19,MIR6887.csv,65
chr14,LOC105370618.csv,4522
chr15,TBC1D21.csv,38611
chr6,LOC107986676.csv,2522
chr3,CRYBG3.csv,123292
chr15,SNORD116-19.csv,94
chr21,MIS18A-AS1.csv,1795
chr1,TUFT1.csv,43290
chr8,LOC105377799.csv,622
chr12,LOC105369850.csv,55585
chr9,C9orf43.csv,19047
chr6,MANEA.csv,31918
chr23,BGN.csv,14567
chr5,PAIP2.csv,27868
chr11,CEP57.csv,42223
chr5,PRR16.csv,330366
chr11,ACER3.csv,165910
chr4,PRR27.csv,12373
chr10,ZMYND11.csv,124550
chr12,SLC25A3.csv,12682
chr12,PCBP2.csv,29061
chr12,LOC101928387.csv,119950
chr1,DNAI3.csv,70812
chr1,XPR1.csv,258258
chr14,LOC105370689.csv,7099
chr2,RPL37A.csv,5243
chr3,ALDH1L1-AS1.csv,4430
chr17,CDK3.csv,5144
chr6,C6orf120.csv,4235
chr9,NUDT2.csv,14145
chr23,LOC105373379.csv,5038
chr14,FAM30A.csv,14664
chr6,LOC107986602.csv,74122
chr3,ATP2C1.csv,166118
chr10,EXOC6.csv,232660
chr18,MIR6718.csv,80
chr17,MAPK7.csv,5824
chr14,PCNX4.csv,56311
chr19,BEST2.csv,6668
chr5,PCDHB7.csv,3740
chr6,TRY-GTA1-1.csv,91
chr15,LOC105370751.csv,4692
chr2,CHAC2.csv,7414
chr23,GDPD2.csv,10361
chr3,MIR4273.csv,84
chr20,RAD21L1.csv,29834
chr10,FXYD4.csv,4700
chr1,PPOX.csv,12454
chr3,TIMMDC1.csv,26566
chr17,SLC16A13.csv,4103
chr12,REP15.csv,1150
chr11,PAAF1.csv,54416
chr11,OR56B1.csv,2076
chr9,SPATA31E1.csv,6027
chr20,LOC107985413.csv,1028
chr6,MEP1A.csv,52604
chr3,LINC00881.csv,11255
chr1,TOR1AIP1.csv,37792
chr11,OOSP2.csv,7636
chr7,GIMAP8.csv,28766
chr17,LHX1.csv,7138
chr19,PSENEN.csv,1869
chr9,DNAJA1.csv,14635
chr4,EXOSC9.csv,15699
chr9,LINC00583.csv,17637
chr12,GTF2H3.csv,28776
chr17,GOSR2.csv,52412
chr14,MIR2392.csv,84
chr8,EBAG9.csv,26295
chr10,ITPRIP-AS1.csv,3382
chr8,LOC105375873.csv,38222
chr6,LOC107986582.csv,8267
chr11,UBASH3B.csv,158752
chr10,LOC105376483.csv,9961
chr1,AADACL4.csv,22992
chr22,LOC105373027.csv,2153
chr21,KRTAP10-9.csv,1286
chr1,COQ8A.csv,48206
chr1,LOC105371649.csv,21855
chr3,PARP15.csv,63122
chr19,ZNF426-DT.csv,1065
chr20,SMIM26.csv,2180
chr19,THOP1.csv,30342
chr10,LINC02644.csv,522
chr12,CFAP73.csv,10115
chr7,LOC101927550.csv,23328
chr1,LOC102723348.csv,24330
chr20,OGFR.csv,9166
chr21,KRTAP22-1.csv,296
chr19,LOC102724908.csv,8542
chr24,LOC107987348.csv,11238
chr7,TRBV7-2.csv,493
chr8,LOC105379333.csv,14477
chr7,LOC105375206.csv,1748
chr7,CYP2W1.csv,6486
chr5,FGF10-AS1.csv,25258
chr10,PLPP4.csv,143170
chr19,MIR518F.csv,87
chr16,PRKCB.csv,384629
chr12,MIR1251.csv,70
chr1,LOC105378598.csv,16924
chr17,LOC105371744.csv,15697
chr12,FOXJ2.csv,22843
chr19,SNAR-F.csv,123
chr3,SNTN.csv,12538
chr18,LOC105376866.csv,1167
chr19,FXYD3.csv,8502
chr19,LINC01869.csv,1198
chr4,ABHD18.csv,74693
chr1,LINC02798.csv,65462
chr6,NKAPL.csv,1662
chr14,GNG2.csv,143627
chr23,XAGE5.csv,7015
chr5,LOC441087.csv,13539
chr5,LOC105379179.csv,4508
chr1,C1orf94.csv,52139
chr1,PLK3.csv,6044
chr4,MAN2B2.csv,48174
chr2,SCYGR2.csv,363
chr1,LOC105373222.csv,11604
chr6,LOC105378061.csv,29951
chr10,DNTT.csv,34131
chr8,MIR548AA1.csv,97
chr6,TRK-TTT3-3.csv,73
chr2,PDK1.csv,117326
chr2,LINC01886.csv,27078
chr10,LOC107984195.csv,26753
chr4,LEF1-AS1.csv,8906
chr19,MIR523.csv,87
chr15,LOC102724393.csv,24715
chr22,LOC100996598.csv,1315
chr1,LOC105371646.csv,28193
chr11,ARAP1-AS2.csv,5134
chr13,LOC105370362.csv,6362
chr16,MIR1972-2.csv,77
chr5,PCDHA8.csv,171161
chr21,BRWD1-AS1.csv,7512
chr1,LOC105371217.csv,27132
chr14,MIR4309.csv,83
chr14,LRFN5.csv,297674
chr15,LOC105370780.csv,16532
chr12,LOC100130238.csv,5510
chr10,REEP3.csv,103776
chr23,CSF2RA.csv,56405
chr5,PCDHA3.csv,211291
chr1,MAPKAPK2.csv,49379
chr7,LOC105375446.csv,11491
chr12,SFSWAP.csv,88651
chr1,LOC107985318.csv,9203
chr1,NENF.csv,13460
chr9,SMC2.csv,47660
chr17,DCXR-DT.csv,1463
chr16,LINC02125.csv,23481
chr2,LOC105373952.csv,5048
chr8,LOC105379289.csv,25271
chr10,MIR3158-1.csv,81
chr10,FOXI2.csv,3999
chr1,CRB1.csv,276952
chr8,LOC105379321.csv,964
chr1,LHX9.csv,23015
chr11,NUDT22.csv,3759
chr19,SNAR-A12.csv,122
chr16,LOC105371117.csv,8703
chr16,ELMO3.csv,4899
chr14,SNORD114-3.csv,74
chr23,SAGE1.csv,19363
chr1,DMAP1.csv,7203
chr6,TRIM38.csv,28509
chr13,LOC107987189.csv,2361
chr10,CC2D2B.csv,128329
chr3,CD200.csv,30240
chr16,LOC107984835.csv,2928
chr3,ARL6.csv,50005
chr11,TRIM49C.csv,42441
chr20,LOC105372696.csv,1906
chr13,LINC01043.csv,8300
chr23,RHOXF1-AS1.csv,110620
chr14,NOP9.csv,9275
chr3,LINC00636.csv,45703
chr11,PRRG4.csv,28365
chr7,MIR4652.csv,78
chr2,TRAF3IP1.csv,80412
chr23,LOC107985658.csv,4461
chr12,NINJ2-AS1.csv,14988
chr4,OSTC.csv,17222
chr3,LOC105374190.csv,17146
chr6,ZNF165.csv,23963
chr21,LOC105372793.csv,19223
chr18,TCF4-AS1.csv,30408
chr17,MYO1D-DT.csv,29277
chr6,TRD-GTC2-7.csv,72
chr12,RNF10.csv,43236
chr12,MIR5700.csv,71
chr11,LOC107984425.csv,26705
chr4,SNORA24.csv,131
chr12,MIR614.csv,90
chr14,COA8.csv,27940
chr9,MIR27B.csv,97
chr3,ARL8B.csv,58620
chr15,WHAMM.csv,26481
chr12,MARS1.csv,28588
chr16,MIR6511A2.csv,67
chr2,LOC101928180.csv,25463
chr22,EIF3L.csv,40540
chr9,CNTRL.csv,102719
chr5,LOC105378961.csv,30013
chr11,B4GALNT4.csv,12619
chr5,GABRG2.csv,88075
chr6,ABT1.csv,3787
chr13,LOC107984621.csv,73315
chr15,SNORD115-33.csv,82
chr18,LOC107985172.csv,77219
chr20,AP5S1.csv,8292
chr9,LOC107984127.csv,56205
chr1,TFAP2E.csv,26853
chr2,LINC02832.csv,7828
chr3,LOC105374077.csv,3705
chr2,UGP2.csv,50594
chr15,LOC105370943.csv,2543
chr6,LOC105377882.csv,12603
chr5,OSMR.csv,99568
chr1,LOC112268219.csv,2661
chr21,LINC00112.csv,1147
chr12,LOC112268095.csv,13948
chr23,SSX2B.csv,10285
chr11,RAB1B.csv,8967
chr15,SV2B.csv,202978
chr3,CMC1.csv,83550
chr8,LOC105379312.csv,7886
chr15,PWAR1.csv,2412
chr4,LOC105374358.csv,7544
chr24,TTTY1B.csv,21164
chr10,LOC105376419.csv,26230
chr19,ZNF749.csv,18537
chr2,MIR548S.csv,82
chr7,TRBJ1-4.csv,51
chr14,ADCK1.csv,134951
chr10,ZRANB1.csv,48701
chr2,DNAH6.csv,360018
chr19,LOC101927151.csv,231539
chr22,LOC105372853.csv,17307
chr22,TMEM191B.csv,4119
chr12,LOC105369968.csv,16906
chr5,PCDHGB1.csv,162877
chr21,LOC112268282.csv,2685
chr1,LOC107985376.csv,13868
chr7,LOC100134040.csv,4018
chr9,LOC105379448.csv,7788
chr11,TNNT3.csv,19154
chr14,SNORD114-1.csv,71
chr6,CEP57L1.csv,79256
chr8,ZNF596.csv,15204
chr20,ZSWIM1.csv,4347
chr19,ABCA7.csv,25466
chr1,LOC105378805.csv,3301
chr22,GP1BB.csv,1233
chr11,KRTAP5-AS1.csv,26444
chr11,HOATZ.csv,22266
chr7,CPA2.csv,22936
chr1,C1QA.csv,3216
chr10,LRRTM3.csv,175516
chr5,LOC731157.csv,670
chr16,CPNE2.csv,55787
chr11,SNORD13F.csv,85
chr5,TCOF1.csv,42610
chr22,SFI1.csv,122450
chr12,SUOX.csv,12979
chr2,RMDN2.csv,148458
chr1,C1orf56.csv,3670
chr2,LOC105373821.csv,20780
chr23,FAM47B.csv,2120
chr6,AFDN.csv,145460
chr23,PASD1.csv,113556
chr17,PDK2.csv,17416
chr5,ATOX1-AS1.csv,4461
chr13,OLFM4.csv,23245
chr15,LOC103171574.csv,3364
chr20,STX16.csv,28244
chr19,SLC44A2.csv,42103
chr22,RBX1.csv,21932
chr17,TRR-TCT2-1.csv,88
chr15,TPM1.csv,29218
chr22,RNF185.csv,46838
chr15,SNORD115-23.csv,82
chr12,LOC105369957.csv,40768
chr15,LOC101928850.csv,6728
chr4,SORCS2.csv,550291
chr7,LOC105375207.csv,22713
chr11,LINC02760.csv,16063
chr13,NRAD1.csv,8129
chr2,NCAPH.csv,41326
chr11,EMSY.csv,108104
chr1,TMEM88B.csv,4385
chr19,HNRNPUL1.csv,45269
chr18,CNDP1.csv,52713
chr10,LOC107984201.csv,3115
chr15,PLEKHO2.csv,26088
chr19,MIR1199.csv,119
chr21,GET1.csv,48203
chr8,PREX2.csv,285115
chr20,DEFB129.csv,2629
chr6,LOC105377951.csv,14839
chr1,LOC105376739.csv,6517
chr19,ZNF90.csv,49091
chr23,SPACA5B.csv,1995
chr14,TRAJ7.csv,59
chr9,LOC107987067.csv,1360
chr3,MIR8060.csv,76
chr9,MIR12126.csv,102
chr3,LOC107986049.csv,12888
chr2,TEKT4.csv,5394
chr4,DRD5.csv,2376
chr12,CD9.csv,38321
chr2,LOC105374829.csv,3526
chr3,ARL14.csv,1289
chr13,LMO7.csv,239437
chr5,HMGCR.csv,25783
chr4,LOC105377267.csv,34668
chr23,ASMT.csv,47627
chr19,CNN1.csv,11549
chr7,LOC105375328.csv,5820
chr12,LOC101593348.csv,2351
chr1,LOC105378651.csv,13781
chr2,FAM138B.csv,1471
chr23,PLXNA3.csv,19499
chr5,CPLX2.csv,87489
chr8,C8orf33.csv,13398
chr2,LOC102724340.csv,246221
chr7,ZNF853.csv,8681
chr4,LOC105377470.csv,7439
chr3,LINC00870.csv,23083
chr16,RHOT2.csv,6092
chr22,IGLV2-23.csv,471
chr9,LOC105376004.csv,70931
chr6,LOC101928516.csv,621277
chr14,ZFYVE21.csv,17855
chr11,REXO2.csv,10813
chr6,H2BC5.csv,13342
chr6,LTV1.csv,20475
chr8,MIR548AZ.csv,95
chr2,LOC105373395.csv,4412
chr1,TRIM67.csv,59508
chr2,LOC107985776.csv,3470
chr13,LOC107984561.csv,8040
chr23,DLG3.csv,60656
chr8,POLR3D.csv,9498
chr14,LOC105370698.csv,9825
chr2,VAMP5.csv,8976
chr12,LOC107984467.csv,7565
chr7,VOPP1-DT.csv,22951
chr1,LCE1E.csv,2170
chr14,SNORD113-4.csv,74
chr1,ATP1B1.csv,26030
chr2,LOC105373938.csv,18980
chr14,TRAV8-2.csv,460
chr2,GMPPA.csv,8099
chr19,LINC01766.csv,3607
chr6,RFPL4B.csv,3965
chr15,SNORD116-14.csv,94
chr2,CHMP3-AS1.csv,56063
chr2,INPP1.csv,28077
chr16,KATNIP.csv,230244
chr13,LOC105370342.csv,17441
chr11,TMPRSS4.csv,48490
chr2,LOC105373888.csv,2938
chr2,RPL31.csv,17436
chr16,LOC105371089.csv,1580
chr19,MIR5196.csv,115
chr1,CNST.csv,102258
chr6,LOC105374883.csv,2974
chr5,CSF2.csv,2382
chr4,SLC2A9-AS1.csv,28902
chr15,LOC105370824.csv,4373
chr8,LOC105375903.csv,8900
chr14,ARID4A.csv,75492
chr8,LOC105375673.csv,22777
chr16,TMEM204.csv,26891
chr17,CNTNAP1.csv,20227
chr17,LOC107985055.csv,21682
chr1,SPRR3.csv,2108
chr1,IVL.csv,3341
chr20,LOC107985436.csv,9931
chr14,LINC02292.csv,5921
chr8,CYC1.csv,2450
chr13,HS6ST3.csv,749456
chr9,INSL4.csv,3886
chr2,LOC105373526.csv,8313
chr1,CYP4X1.csv,94069
chr2,TTL.csv,59613
chr1,RASSF5.csv,81918
chr18,SERPINB7.csv,52314
chr16,LOC101929440.csv,3970
chr11,HEPN1.csv,1286
chr16,HSF4.csv,6181
chr15,USP3.csv,90041
chr11,OR8H3.csv,939
chr11,OR52I2.csv,1113
chr4,LOC101929621.csv,3160
chr10,MIR603.csv,97
chr15,MESP2.csv,2423
chr4,TMEM175.csv,26245
chr7,INHBA-AS1.csv,85460
chr9,LOC107987126.csv,2493
chr17,LUC7L3.csv,36638
chr6,HCG20.csv,25426
chr16,INO80E.csv,10102
chr2,SNORA70I.csv,135
chr23,BMX.csv,55743
chr4,PI4K2B.csv,45172
chr1,LOC105378726.csv,22882
chr3,HES1.csv,2585
chr9,NIPSNAP3B.csv,14024
chr3,LOC107986163.csv,26703
chr11,LOC105369395.csv,36710
chr8,LINC02209.csv,32097
chr3,PRRT3-AS1.csv,7384
chr14,IL25.csv,3595
chr19,TIMM50.csv,12942
chr9,OR1N2.csv,1103
chr15,MIR190A.csv,85
chr11,LINC02702.csv,18831
chr6,LOC105378095.csv,4923
chr18,LOC105372028.csv,40865
chr18,LINC01905.csv,54038
chr1,AKR1A1.csv,19273
chr15,LOC105370919.csv,17039
chr1,LOC105371702.csv,8053
chr11,TEX12.csv,5185
chr12,IL23A.csv,6252
chr8,LOC101929488.csv,21071
chr16,SOX8.csv,5210
chr15,PIAS1.csv,139533
chr1,PTPRC.csv,118452
chr20,ZGPAT.csv,28701
chr5,PCDHGA7.csv,130234
chr7,TRC-GCA9-4.csv,72
chr3,NSUN3.csv,68772
chr4,LOC105374549.csv,13658
chr16,LOC105371328.csv,931
chr17,CACNG5.csv,59635
chr11,LOC105376589.csv,2182
chr11,LOC107984431.csv,4006
chr18,SLC35G4.csv,1017
chr11,OR8G5.csv,9849
chr3,SLC25A26.csv,246412
chr3,DIPK2A.csv,20571
chr17,CHRNB1.csv,12650
chr19,TEX45.csv,10903
chr1,LOC105373209.csv,9105
chr14,BCL2L2-PABPN1.csv,19331
chr1,SNORA59A.csv,152
chr6,GFOD1-AS1.csv,511
chr10,LOC112268060.csv,11956
chr3,LOC105374292.csv,121312
chr11,PRDM11.csv,140956
chr1,LINC02770.csv,12038
chr1,CCN1.csv,3190
chr12,FAM234B.csv,39069
chr9,LOC105376213.csv,5393
chr10,GBF1.csv,152257
chr17,TMEM98.csv,16163
chr19,SNORD152.csv,54
chr20,TPX2.csv,62555
chr13,LINC01070.csv,3668
chr16,NUP93.csv,120158
chr16,ATP2C2.csv,97255
chr13,GTF3A.csv,11205
chr13,KL.csv,50081
chr8,LOC105375859.csv,19189
chr2,LOC107985771.csv,12690
chr12,PA2G4.csv,9352
chr9,LOC105376208.csv,77349
chr1,FBXO28.csv,47937
chr19,MIR935.csv,91
chr22,MIR33A.csv,69
chr11,OR51M1.csv,9452
chr14,TRAV27.csv,542
chr17,MYHAS.csv,242409
chr16,LINC02188.csv,15736
chr10,LOC105378319.csv,20298
chr3,CLDN16.csv,121778
chr4,GUF1.csv,22509
chr14,MIR668.csv,66
chr23,MIR362.csv,65
chr11,FADS2.csv,51152
chr5,LOC107986453.csv,4800
chr15,FAH.csv,34161
chr2,LOC107985869.csv,45563
chr19,MED29.csv,9264
chr1,MIR6732.csv,60
chr7,ICA1-AS1.csv,81057
chr8,LOC105377791.csv,17989
chr14,C14orf178.csv,8975
chr1,KMO.csv,63760
chr6,LOC105374992.csv,22439
chr6,LOC105378144.csv,1545
chr12,LOC107984505.csv,12836
chr11,ZBTB44-DT.csv,88665
chr8,DPY19L4.csv,74129
chr21,LOC105372790.csv,69120
chr1,COG2.csv,51502
chr17,PRR11.csv,51355
chr3,LINC02018.csv,76870
chr6,LOC105378076.csv,6720
chr1,NECTIN4-AS1.csv,3759
chr20,LOC107985416.csv,5047
chr1,LOC105378789.csv,104921
chr6,H2AC8.csv,517
chr6,SRSF3.csv,11239
chr1,LOC105372888.csv,1492
chr8,LOC105379392.csv,3596
chr15,FAM138E.csv,1471
chr12,ADGRD1.csv,187563
chr11,LOC105376613.csv,5226
chr2,SIX3.csv,4370
chr14,LOC101928504.csv,2163
chr16,CALB2.csv,31716
chr3,CMSS1.csv,363871
chr22,LOC107985579.csv,3334
chr1,GADD45A.csv,3134
chr19,MIR526A1.csv,85
chr2,DCDC2C.csv,144434
chr24,RBMY1B.csv,15875
chr15,ARIH1.csv,128658
chr5,SLC26A2.csv,26643
chr12,POC1B-AS1.csv,15973
chr1,TATDN3.csv,24998
chr8,LOC107986957.csv,4962
chr2,LIPT1.csv,8171
chr2,LOC107985830.csv,4292
chr17,LINC01996.csv,7199
chr11,MYRF.csv,35902
chr5,LOC105379139.csv,13425
chr1,LOC105378768.csv,9124
chr19,MIR512-2.csv,98
chr1,PUSL1.csv,3115
chr11,C11orf80.csv,98781
chr15,LOC105370959.csv,19715
chr14,RNF31.csv,13781
chr7,TRW-CCA5-1.csv,72
chr23,CSTF2.csv,23166
chr4,ARL9.csv,19245
chr7,LOC105375260.csv,4168
chr5,LOC105379034.csv,36735
chr2,SULT1C3.csv,25641
chr22,NCF4.csv,17010
chr11,FJX1.csv,2406
chr20,TTLL9.csv,74367
chr10,ECHDC3.csv,21689
chr17,KCNH6.csv,25659
chr1,RSC1A1.csv,2321
chr24,LINC00279.csv,6836
chr16,DUS2.csv,56037
chr7,LOC112268008.csv,42565
chr11,EXT2.csv,156285
chr6,LOC107986656.csv,9530
chr14,IFT43.csv,98311
chr3,LINC02010.csv,3296
chr17,MAP2K3.csv,30562
chr7,FOXK1.csv,89148
chr7,LOC105375146.csv,25641
chr16,GAS8.csv,25332
chr19,ZNF429.csv,35731
chr3,IL17RB.csv,19227
chr5,LOC105379027.csv,5061
chr15,ISLR2.csv,41513
chr2,SPR.csv,4751
chr3,LOC107986168.csv,10278
chr3,LOC105374102.csv,5374
chr6,HCG15.csv,3819
chr19,FEM1A.csv,9540
chr14,SIVA1.csv,7240
chr22,ZBED4.csv,36237
chr6,LOC105377949.csv,81767
chr12,LOC112268102.csv,1897
chr11,LOC101929473.csv,34305
chr22,TUG1.csv,10131
chr14,SUSD6.csv,103549
chr1,LOC112268231.csv,2003
chr10,ADO.csv,3760
chr11,LOC101928896.csv,25390
chr2,LOC105373668.csv,21543
chr18,LOC105372156.csv,8353
chr2,SCYGR4.csv,318
chr3,MIR4788.csv,80
chr4,SHROOM3.csv,348025
chr6,C2.csv,47890
chr15,GANC.csv,80466
chr20,BMP7-AS1.csv,2171
chr19,POP4.csv,10955
chr11,B3GNT6.csv,7576
chr10,PNLIPRP1.csv,18217
chr17,NUP85.csv,30202
chr11,LOC107984409.csv,13090
chr19,POU2F2-AS1.csv,4471
