chr,gene,length
chr3,LOC107986045.csv,20876
chr9,TOR1B.csv,8282
chr8,LOC105375738.csv,9878
chr20,LOC105376995.csv,2736
chr22,LINC00896.csv,2206
chr1,BRINP3-DT.csv,3135
chr19,ZNF71.csv,29185
chr1,H2AC20.csv,494
chr15,CHRNA7.csv,142557
chr11,NUCB2.csv,89644
chr4,LOC102723846.csv,11464
chr14,SNORD114-9.csv,71
chr4,LOC105374439.csv,52349
chr14,LINC02318.csv,8395
chr23,EZHIP.csv,1896
chr18,HRH4.csv,19338
chr22,IGLV3-22.csv,490
chr13,LOC105370263.csv,65817
chr14,PAX9.csv,21795
chr9,CARD19.csv,17067
chr3,LOC105374192.csv,11802
chr1,MFN2.csv,33294
chr4,LINC01060.csv,146331
chr19,SAE1.csv,79802
chr10,TBC1D12.csv,133904
chr4,NSUN7.csv,65856
chr6,PRR3.csv,7015
chr1,LOC105376794.csv,10943
chr14,TRAV14DV4.csv,514
chr1,ASH1L-AS1.csv,1903
chr7,CDHR3.csv,159683
chr8,LOC105379368.csv,6028
chr19,CACTIN-AS1.csv,6684
chr2,LINC01237.csv,197360
chr11,DDIAS.csv,32925
chr20,BPIFA1.csv,7311
chr6,PLEKHG1.csv,243781
chr9,SUSD3.csv,26438
chr17,TSPAN10.csv,11560
chr6,CMTR1.csv,49631
chr16,LINC02133.csv,49851
chr23,GPR34.csv,10879
chr5,LOC105377740.csv,6279
chr1,LINC02591.csv,4614
chr11,LOC107984361.csv,544004
chr3,CFAP100.csv,41664
chr16,LRRC36.csv,58392
chr19,EMP3.csv,5051
chr7,SMO.csv,24916
chr4,MIR3684.csv,74
chr8,LOC107986957.csv,4962
chr9,LINC01613.csv,2773
chr12,PDE6H.csv,8824
chr4,ENAM.csv,19354
chr8,TRHR.csv,34981
chr15,ASB7.csv,49113
chr9,LOC105376161.csv,11370
chr19,DHDH.csv,12180
chr1,NEXN.csv,60116
chr12,IFT81.csv,94459
chr11,PSMD13.csv,16013
chr1,MRPL20-DT.csv,2337
chr19,LOC105372462.csv,20334
chr5,RELL2.csv,4117
chr9,LINC01503.csv,10555
chr19,WDR18.csv,11630
chr9,TRIM32.csv,13995
chr8,LOC105375903.csv,8900
chr6,LINC02901.csv,40540
chr6,LOC101928540.csv,75715
chr2,LOC101928881.csv,3272
chr18,LOC105372126.csv,16960
chr11,ATM.csv,146619
chr15,PCSK6-AS1.csv,2995
chr7,PRKAG2-AS1.csv,2182
chr6,ZKSCAN8.csv,17819
chr2,DIS3L2.csv,382638
chr12,DTX1.csv,41296
chr8,ADAMDEC1.csv,21729
chr4,AIMP1.csv,33913
chr12,LOC105369774.csv,4644
chr10,LOC105376442.csv,18023
chr6,LOC102724586.csv,18488
chr19,DKKL1.csv,14613
chr14,NGDN.csv,9124
chr10,R3HCC1L.csv,110268
chr14,RHOJ.csv,89097
chr2,EHD3.csv,35300
chr7,ARHGEF5.csv,25237
chr1,LOC105378849.csv,65424
chr13,LOC105370284.csv,43784
chr1,HCRTR1.csv,14830
chr12,IL23A.csv,6252
chr13,DAOA.csv,25168
chr14,TRAV8-7.csv,482
chr4,LOC107986281.csv,2736
chr16,PPP4C.csv,9384
chr9,LOC112268048.csv,2439
chr6,ZSCAN16.csv,6330
chr15,THBS1.csv,18388
chr19,MIR518A2.csv,87
chr10,ABRAXAS2.csv,34868
chr16,LOC105371201.csv,3288
chr12,LINC02826.csv,57769
chr9,MIR4669.csv,62
chr5,TICAM2-AS1.csv,18265
chr23,SERTM2.csv,10755
chr14,LOC101927178.csv,32050
chr10,ZNF518A.csv,76386
chr1,ERLNC1.csv,1602
chr11,KCNK4-TEX40.csv,13048
chr8,LOC105375836.csv,50442
chr9,SLC1A1.csv,97004
chr1,MAN1A2.csv,161480
chr9,BNC2-AS1.csv,711
chr14,TOGARAM1.csv,112242
chr15,LOC107984025.csv,4262
chr23,LOC107985651.csv,5327
chr10,EMX2.csv,6801
chr1,LNCTAM34A.csv,9883
chr7,LINC00689.csv,17885
chr17,GID4.csv,28998
chr22,SGSM3.csv,39706
chr2,SIX3.csv,4370
chr5,GHR.csv,298440
chr10,OPTN.csv,38227
chr6,OR2H1.csv,7196
chr6,LHFPL5.csv,18719
chr8,LOC112268014.csv,18060
chr16,FOXF1.csv,4896
chr5,LINC02161.csv,213075
chr4,LOC100507053.csv,212500
chr16,NKD1.csv,100854
chr1,DFFB.csv,28144
chr23,LOC105373338.csv,3763
chr9,LOC105376041.csv,20198
chr20,EFCAB8.csv,107942
chr15,WDR93.csv,54317
chr6,POLR1C.csv,944312
chr12,GOLT1B.csv,17233
chr16,LOC105371354.csv,6709
chr10,LOC107984202.csv,1549
chr4,SNCA-AS1.csv,5591
chr12,MIR1252.csv,65
chr4,UGT2B10.csv,16045
chr17,ASB16.csv,8381
chr4,MIR8053.csv,75
chr23,CCDC22.csv,15057
chr6,TRY-GTA6-1.csv,89
chr20,LOC107985398.csv,14978
chr21,LOC105372832.csv,7593
chr14,LOC105370645.csv,17700
chr10,LOC105376391.csv,7306
chr9,LOC101927823.csv,3917
chr21,LOC107985492.csv,8616
chr7,LSM8.csv,19872
chr15,CRAT37.csv,31512
chr1,OR2AK2.csv,1154
chr1,RGS21.csv,50294
chr16,SMIM22.csv,8097
chr3,ATP13A3-DT.csv,1406
chr16,NIP7.csv,3335
chr23,F8A2.csv,1707
chr3,LOC107986116.csv,17729
chr9,LOC107987037.csv,48589
chr19,LOC105372249.csv,9156
chr11,LOC101928561.csv,2836
chr1,LINC01140.csv,39440
chr15,LOC107984788.csv,34082
chr2,CRIM1.csv,195358
chr7,FKBP14-AS1.csv,37480
chr14,DHRS4L2.csv,36535
chr1,PKN2.csv,152017
chr2,HSPE1-MOB4.csv,53321
chr11,SNORD164.csv,61
chr6,AFDN.csv,145460
chr3,TRH.csv,3216
chr1,TLCD4.csv,105091
chr1,LOC107984872.csv,3130
chr5,MIR378E.csv,79
chr23,ASMT.csv,47627
chr6,CENPQ.csv,29781
chr20,MACROD2.csv,2057682
chr2,LOC105373554.csv,14640
chr4,LOC107986300.csv,23347
chr7,GET4.csv,19883
chr15,GCNT3.csv,10941
chr3,LOC105377166.csv,9515
chr4,ENOPH1.csv,30588
chr23,MAGEA2B.csv,4022
chr2,PHOSPHO2.csv,7240
chr1,LINC01761.csv,4620
chr6,RPL7L1.csv,10285
chr1,LOC105371458.csv,23105
chr10,LOC105378507.csv,9587
chr4,C4orf48.csv,8361
chr23,MIR651.csv,97
chr7,TRBV14.csv,433
chr6,LINC02941.csv,117403
chr16,LAT.csv,5982
chr23,LOC105373191.csv,8360
chr5,LOC105374666.csv,41918
chr20,MIR1292.csv,66
chr8,DEFB135.csv,2335
chr15,LINC02249.csv,18505
chr16,ARHGDIG.csv,2420
chr1,LIX1L-AS1.csv,14373
chr14,VSX2.csv,23290
chr6,H2BC17.csv,467
chr23,SNORA11.csv,131
chr5,PSD2.csv,133204
chr4,LOC105377399.csv,5625
chr10,LOC107984188.csv,13263
chr2,UGT1A1.csv,13031
chr20,LOC105372555.csv,20368
chr15,LOC105370780.csv,16532
chr14,LOC107984644.csv,7988
chr4,PARM1.csv,116998
chr1,GJA8.csv,12493
chr17,RNF213.csv,137975
chr7,ST7.csv,276676
chr2,MOGAT1.csv,38273
chr2,COPS8.csv,14586
chr10,COMMD3.csv,3919
chr1,TSHB.csv,6110
chr23,ARL13A.csv,21821
chr11,TMEM80.csv,9444
chr20,MIR124-3.csv,87
chr19,GRWD1.csv,11040
chr4,SYNPO2.csv,210567
chr10,ARMS2.csv,2700
chr1,CYP4A22.csv,12298
chr24,TTTY4.csv,36830
chr11,TM7SF2.csv,4359
chr20,CSTL1.csv,21540
chr20,MYH7B.csv,46570
chr16,ZG16.csv,22170
chr12,LOC105369647.csv,1372
chr13,LINC01075.csv,37670
chr4,USP17L17.csv,1593
chr16,MLST8.csv,4826
chr17,MIR21.csv,72
chr18,LOC105372155.csv,6706
chr4,LOC105377519.csv,13318
chr3,RPSA.csv,5823
chr2,LOC105373741.csv,16113
chr1,LINC00260.csv,1277
chr2,SNORD70B.csv,75
chr23,SLC25A43.csv,55153
chr6,HPAT5.csv,9213
chr15,LOC105370752.csv,11294
chr10,ANK3-DT.csv,12598
chr1,TRH-GTG1-3.csv,72
chr17,CPD.csv,91063
chr8,LOC105375739.csv,46608
chr15,FBXL22.csv,6046
chr20,PANK2.csv,41107
chr23,MIR4767.csv,78
chr10,MIR4676.csv,72
chr20,LINC01733.csv,13477
chr10,LINC01514.csv,17826
chr13,LINC00383.csv,99756
chr9,SPATA31D4.csv,6571
chr17,LOC107985048.csv,5453
chr14,LOC107984658.csv,2971
chr19,ZNF544.csv,48904
chr10,LOC105378572.csv,4485
chr6,LIN28B.csv,146334
chr10,SRGN.csv,47279
chr5,LOC105379066.csv,70191
chr4,LOC105374552.csv,71889
chr14,ZFYVE21.csv,17855
chr17,BCAS3.csv,714981
chr11,ZC3H12C.csv,79417
chr2,SULT1C2.csv,21021
chr22,MOV10L1.csv,71700
chr6,NT5DC1.csv,148665
chr5,LOC102723339.csv,13555
chr14,MIR544A.csv,91
chr21,LOC101928398.csv,1324
chr18,MIR6718.csv,80
chr11,OR10A5.csv,954
chr8,LOC100506990.csv,129833
chr3,POLR2H.csv,6885
chr19,MAP2K7.csv,10694
chr14,LOC107984704.csv,102652
chr9,SLC2A8.csv,10759
chr17,STARD3.csv,27058
chr7,LOC107986845.csv,5666
chr19,DLL3.csv,9523
chr17,LOC107985056.csv,10090
chr12,LOC105369853.csv,29670
chr16,PIGQ.csv,14142
chr5,CHD1-DT.csv,75460
chr1,DUSP23.csv,1582
chr4,LOC101927636.csv,70124
chr18,LOC101927857.csv,20159
chr12,DENR.csv,18241
chr4,LINC02462.csv,121637
chr5,NKD2.csv,30142
chr14,SNORD114-18.csv,71
chr10,USP6NL-AS1.csv,927
chr15,TLN2.csv,454082
chr16,IST1.csv,36792
chr6,TSTD3.csv,153847
chr14,TRDC.csv,3646
chr17,LOC105371847.csv,20744
chr12,AQP2.csv,8142
chr5,TRL-AAG2-1.csv,82
chr1,PRCC.csv,33281
chr1,LOC107984909.csv,3575
chr11,LOC107984336.csv,35138
chr23,EDA.csv,423387
chr15,SNORD115-1.csv,82
chr3,CLEC3B.csv,9865
chr5,CTC-338M12.4.csv,11046
chr20,C20orf204.csv,5293
chr6,SKIV2L.csv,10696
chr5,PCDHA10.csv,156451
chr1,IBA57.csv,16454
chr10,RGR.csv,16220
chr4,LOC101927516.csv,10843
chr17,FAM106C.csv,1623
chr1,LOC105378951.csv,8736
chr4,CFAP99.csv,44111
chr6,TNF.csv,2772
chr5,LINC02063.csv,18461
chr3,LOC105374194.csv,33142
chr2,LINC01937.csv,23761
chr7,MRPL32.csv,5482
chr1,ARV1.csv,21652
chr11,LOC105369460.csv,13618
chr16,LOC100289580.csv,10246
chr8,GPAA1.csv,3583
chr1,BCL10-AS1.csv,1731
chr9,LOC105376135.csv,597
chr11,MASCRNA.csv,58
chr7,TRBV10-1.csv,450
chr22,LOC102724608.csv,1623
chr17,LOC105371490.csv,1229
chr17,NARF.csv,32340
chr2,GTF2A1L.csv,61749
chr15,MIR4713HG.csv,256425
chr6,C4B.csv,20624
chr2,CATIP.csv,11637
chr2,TMEM182.csv,106929
chr16,LOC105371200.csv,36848
chr10,LOC728158.csv,35028
chr7,TRBV12-5.csv,447
chr15,SMAD3.csv,129594
chr18,LINC01906.csv,6253
chr3,FBLN2.csv,89280
chr1,SLC66A1.csv,20310
chr22,SUSD2.csv,7620
chr6,H2AC16.csv,482
chr22,GRAMD4.csv,106740
chr21,LOC105372749.csv,5100
chr16,OR2C1.csv,1418
chr15,LOC105370783.csv,20944
chr19,TRG-TCC1-1.csv,72
chr5,LOC105379091.csv,16470
chr1,LINC01352.csv,3175
chr7,PCOLCE.csv,5813
chr16,MT1B.csv,1319
chr12,H1-7.csv,1300
chr8,LOC102724880.csv,17780
chr15,PSMA4.csv,12013
chr7,ZNF722.csv,19233
chr2,LINC01809.csv,669
chr11,UBASH3B.csv,158752
chr6,LOC105378075.csv,16342
chr11,ANKRD49.csv,5595
chr8,LOC105375894.csv,51621
chr17,TMEM98.csv,16163
chr3,DAG1.csv,66916
chr19,MIR3190.csv,80
chr19,ZNF101.csv,15437
chr3,ZBTB20-AS1.csv,37168
chr8,LOC105379357.csv,12971
chr1,MAP7D1.csv,24690
chr1,BNIPL.csv,11400
chr1,LOC105373209.csv,9105
chr1,FBXO44.csv,8953
chr19,LOC107985326.csv,1302
chr11,C11orf80.csv,98781
chr12,LOC107984473.csv,26050
chr1,LOC105376830.csv,15569
chr2,ACTG2.csv,26858
chr11,SNORD13F.csv,85
chr4,REELD1.csv,17730
chr1,LINC02778.csv,144047
chr16,BMERB1.csv,153672
chr6,LOC102723633.csv,35846
chr5,LOC105379055.csv,4578
chr22,TUG1.csv,10131
chr11,LOC105376578.csv,1115
chr6,LOC112267956.csv,50562
chr6,LOC105375038.csv,3395
chr23,LOC105373176.csv,3121
chr20,MANBAL.csv,27606
chr2,TRA-CGC3-1.csv,72
chr9,LINC01231.csv,18912
chr8,ZFP41.csv,15767
chr2,RAB3GAP1.csv,124387
chr14,TRP-TGG1-1.csv,72
chr5,PCDHB12.csv,3853
chr13,NALCN-AS1.csv,350962
chr19,ZNF525.csv,20886
chr3,HHLA2.csv,81796
chr9,LOC105376289.csv,7193
chr6,PRSS35.csv,13171
chr12,LINC02408.csv,47050
chr11,DEFB108B.csv,4511
chr10,NRBF2.csv,21705
chr12,MTRFR.csv,24525
chr11,ALDH3B1.csv,20730
chr16,LOC101928230.csv,11613
chr1,TSPAN1.csv,21403
chr10,NUTM2E.csv,24140
chr13,LOC105370311.csv,16588
chr5,LOC100506639.csv,26536
chr12,ALX1.csv,21565
chr1,STX12.csv,51225
chr7,LOC102724723.csv,9235
chr9,FAM189A2.csv,67895
chr12,SIRT4.csv,21470
chr3,PPP2R3A.csv,183943
chr17,LOC105371723.csv,59499
chr3,CFAP20DC-DT.csv,765179
chr5,LOC105379139.csv,13425
chr1,LOC105371223.csv,8498
chr17,CCL7.csv,2022
chr17,WRAP53.csv,17432
chr3,LINC01986.csv,12751
chr19,PWWP3A.csv,23471
chr12,CCDC77.csv,53296
chr8,MIR1205.csv,63
chr8,LOC107986881.csv,3568
chr2,DIRC3-AS1.csv,61472
chr17,CCL8.csv,1968
chr6,CAP2.csv,164186
chr24,TTTY1B.csv,21164
chr1,LOC105373215.csv,66659
chr14,TRAJ44.csv,63
chr6,TMEM181.csv,99002
chr16,C16orf95-DT.csv,535
chr2,LOC105374794.csv,7463
chr15,LOC105370842.csv,6382
chr4,LINC02480.csv,2115
chr5,FOXI1.csv,3841
chr12,BICDL1.csv,105260
chr11,ROBO3.csv,16040
chr7,TRBV6-4.csv,435
chr1,CORT.csv,1968
chr8,NAT2.csv,14635
chr18,MIR4529.csv,78
chr9,LOC101927042.csv,48863
chr8,ARFGEF1-DT.csv,148035
chr8,LOC105375717.csv,37336
chr7,LOC105375461.csv,1833
chr12,LOC102725258.csv,56089
chr1,PFKFB2.csv,27965
chr1,NAXE.csv,8043
chr1,TAF1A-AS1.csv,2714
chr7,OR6V1.csv,942
chr9,ZNF189.csv,11826
chr18,LOC105372045.csv,21604
chr12,BICD1.csv,276865
chr1,LINC01653.csv,15636
chr6,BVES-AS1.csv,32259
chr2,LOC105374570.csv,10370
chr17,ZNF286A-TBC1D26.csv,46414
chr7,ARL4A.csv,4056
chr13,CYSLTR2.csv,57298
chr7,PEG10.csv,13371
chr3,FGD5.csv,115610
chr17,FBXW10.csv,35326
chr7,LOC105375579.csv,1247
chr7,LINC00997.csv,4639
chr4,FGF2.csv,71529
chr4,EXOC1.csv,51439
chr4,LINC02497.csv,40532
chr1,EXO1.csv,41973
chr1,MTR.csv,109678
chr3,GNAI2.csv,32295
chr22,LOC107985550.csv,1343
chr12,LOC101928705.csv,11854
chr17,RPAIN.csv,12713
chr16,USB1.csv,22016
chr10,LINC01374.csv,61051
chr9,LOC105376163.csv,6426
chr6,C6orf136.csv,6075
chr6,PPT2.csv,10148
chr13,SETDB2.csv,50730
chr22,SREBF2.csv,74204
chr1,GUCA2B.csv,2411
chr7,MIR4285.csv,85
chr6,LOC105378116.csv,8741
chr4,JADE1.csv,65538
chr13,LINC00557.csv,1279
chr10,TET1.csv,140458
chr3,ACTL6A.csv,25482
chr11,LRP5.csv,150410
chr10,PLCE1.csv,338893
chr22,UFD1-AS1.csv,7038
chr23,FAM133A.csv,38550
chr23,SPANXB1.csv,1113
chr1,CRB1.csv,276952
chr14,OR11H12.csv,981
chr14,MHRT.csv,2146
chr9,OR13C8.csv,963
chr2,IL1RL1.csv,40839
chr3,IQCF2.csv,1810
chr15,RCN2.csv,22645
chr3,LOC101928636.csv,14945
chr8,LOC107986981.csv,8884
chr12,MMP17.csv,23379
chr3,SCHIP1.csv,624116
chr7,LOC100996249.csv,2585
chr11,MIR548K.csv,116
chr2,LOC105373430.csv,34056
chr4,LOC107986180.csv,4958
chr2,LOC105373685.csv,2400
chr14,C14orf178.csv,8975
chr12,MIR3974.csv,96
chr12,KDM2B-DT.csv,15010
chr5,SPINK7.csv,3497
chr11,LOC107984326.csv,162012
chr12,SMCO2.csv,60430
chr13,LINC00460.csv,2032
chr6,H2BC15.csv,542
chr7,HDAC9.csv,915592
chr23,TSR2.csv,7629
chr3,LOC107986066.csv,159702
chr14,TRL-AAG2-3.csv,82
chr3,ALDH1L1-AS1.csv,4430
chr7,COPG2IT1.csv,3448
chr21,LOC105372764.csv,5338
chr7,WBSCR23.csv,2612
chr2,MIR5590.csv,54
chr22,MCM5.csv,54810
chr6,LOC105375035.csv,23693
chr1,SMIM1.csv,3208
chr21,MIR3197.csv,73
chr19,MIR519A2.csv,87
chr17,TSPOAP1-AS1.csv,28278
chr23,RHOXF1-AS1.csv,110620
chr20,FAM110A.csv,12565
chr1,GGPS1.csv,17317
chr4,MIR4274.csv,91
chr10,LOC101927584.csv,2037
chr1,LOC105371606.csv,31088
chr6,HDAC2-AS2.csv,371029
chr13,LOC105370109.csv,25378
chr22,EFCAB6-DT.csv,3026
chr21,PCP4.csv,61955
chr17,PPM1E.csv,229764
chr2,DDX18.csv,17687
chr1,LINC01709.csv,146164
chr15,BUB1B-PAK6.csv,60060
chr7,LOC107986788.csv,139769
chr23,LOC105373202.csv,13448
chr5,LINC02142.csv,20971
chr23,MAGEC1.csv,5525
chr9,DCAF10.csv,67111
chr7,LOC105375301.csv,9144
chr6,GJA10.csv,1652
chr3,PSMD6-AS2.csv,8222
chr19,LOC105372269.csv,26923
chr2,IGKV1D-16.csv,476
chr17,NLK.csv,162494
chr23,FGF13-AS1.csv,4499
chr9,LOC105376143.csv,3625
chr12,LINC02827.csv,28826
chr12,LOC105370012.csv,4072
chr3,LINC02008.csv,477534
chr15,LOC112268144.csv,3644
chr10,LOC107984195.csv,26753
chr2,SNHG31.csv,153377
chr5,IPO11-LRRC70.csv,49855
chr17,SNORD7.csv,97
chr7,MIR1183.csv,89
chr17,MAFG-DT.csv,2925
chr16,LYRM1.csv,25381
chr2,MLPH.csv,68913
chr8,LOC101929172.csv,11211
chr9,CNTRL.csv,102719
chr17,PVALEF.csv,17660
chr19,UBL5.csv,2198
chr4,IDUA.csv,17568
chr2,LOC105373488.csv,1429
chr1,SEMA4A.csv,28075
chr1,LOC105371254.csv,8726
chr8,LOC105375896.csv,33671
chr1,RNU1-2.csv,164
chr4,THAP9.csv,19600
chr2,LOC107985981.csv,44638
chr17,SMG8.csv,5196
chr9,LOC101927847.csv,18071
