chr,gene,length
chr10,LOC105378291.csv,7474
chr2,UGP2.csv,50594
chr17,DCXR-DT.csv,1463
chr7,FAM71F1.csv,22683
chr2,LOC105373668.csv,21543
chr11,LOC102724775.csv,7394
chr16,DEF8.csv,19306
chr12,LOC100130238.csv,5510
chr17,MYHAS.csv,242409
chr3,SNTN.csv,12538
chr12,MIR5700.csv,71
chr20,LOC107985436.csv,9931
chr12,ADGRD1.csv,187563
chr10,CNNM2.csv,171929
chr2,LOC107985916.csv,12942
chr15,LOC103171574.csv,3364
chr11,OR56B1.csv,2076
chr6,MUCL3.csv,13249
chr5,PCDHGA7.csv,130234
chr10,LOC105376441.csv,5064
chr15,FAH.csv,34161
chr11,OR8H3.csv,939
chr11,MMP26.csv,287646
chr10,LOC107984195.csv,26753
chr1,LOC105378927.csv,5906
chr7,LOC101928257.csv,3472
chr13,GPALPP1.csv,48132
chr22,SFI1.csv,122450
chr17,LOC105371763.csv,3601
chr13,LOC107984552.csv,7458
chr2,MFSD6.csv,94739
chr10,CACNB2.csv,405458
chr18,SLC35G4.csv,1017
chr6,HCG15.csv,3819
chr2,NCAPH.csv,41326
chr11,PAAF1.csv,54416
chr1,RASSF5.csv,81918
chr22,LOC105372976.csv,8681
chr2,TEKT4.csv,5394
chr16,LINC02188.csv,15736
chr2,STK11IP.csv,18595
chr19,SLC44A2.csv,42103
chr22,LINC02559.csv,12137
chr8,LOC101929488.csv,21071
chr17,CACNG5.csv,59635
chr15,SNORD116-19.csv,94
chr8,LOC105379289.csv,25271
chr14,TRAJ7.csv,59
chr14,SNORD114-1.csv,71
chr16,MIR6511A2.csv,67
chr15,INO80-AS1.csv,11092
chr19,MIR1199.csv,119
chr3,CEP97.csv,46632
chr16,ADGRG3.csv,25381
chr8,LOC105375818.csv,3107
chr1,SMG7.csv,82201
chr1,FASLG.csv,7774
chr20,MAP1LC3A.csv,13523
chr6,GFOD1-AS1.csv,511
chr15,FAM81A.csv,123894
chr5,HMGCR.csv,25783
chr11,USP35.csv,37370
chr2,LIPT1.csv,8171
chr12,FGD4.csv,246528
chr23,RHOXF1-AS1.csv,110620
chr16,SOX8.csv,5210
chr7,FOXK1.csv,89148
chr10,TAF3.csv,198127
chr6,ABT1.csv,3787
chr19,LINC01869.csv,1198
chr7,LOC100134040.csv,4018
chr16,MIR1972-2.csv,77
chr14,ADCK1.csv,134951
chr4,MIR2054.csv,49
chr1,COQ8A.csv,48206
chr13,OLFM4.csv,23245
chr4,DRD5.csv,2376
chr15,SNORD115-33.csv,82
chr11,CEP57.csv,42223
chr20,TPX2.csv,62555
chr23,LOC107985658.csv,4461
chr23,SPACA5B.csv,1995
chr13,LOC107984561.csv,8040
chr12,LOC105369923.csv,12574
chr7,LOC105375482.csv,50714
chr23,NCBP2L.csv,18097
chr1,GCSAML.csv,70633
chr19,SNAR-A12.csv,122
chr8,E2F5.csv,37365
chr17,GOSR2.csv,52412
chr4,SDAD1-AS1.csv,25153
chr3,LOC101926968.csv,2390
chr23,KIF4A.csv,130783
chr3,LINC02018.csv,76870
chr2,TTL.csv,59613
chr20,RTF2.csv,50823
chr3,LOC105374190.csv,17146
chr24,TTTY1B.csv,21164
chr20,SMIM26.csv,2180
chr4,LOC105374407.csv,28915
chr2,TRY-GTA2-1.csv,89
chr17,CDK3.csv,5144
chr8,DPY19L4.csv,74129
chr2,INPP1.csv,28077
chr16,CKLF-CMTM1.csv,26560
chr1,PLK3.csv,6044
chr1,COG2.csv,51502
chr1,PIFO.csv,28355
chr11,ACER3.csv,165910
chr4,LOC105374549.csv,13658
chr2,PPP4R3B-DT.csv,7604
chr4,MIR4450.csv,65
chr19,SHD.csv,11654
chr10,LOC112268060.csv,11956
chr9,MIR12126.csv,102
chr15,ARIH1.csv,128658
chr10,GBF1.csv,152257
chr15,TMOD3.csv,86073
chr17,TLK2.csv,144574
chr10,DNTT.csv,34131
chr2,LOC105373821.csv,20780
chr14,COA8.csv,27940
chr11,OR8G5.csv,9849
chr14,TRAV27.csv,542
chr8,CTHRC1.csv,11452
chr17,DNAH2.csv,115999
chr4,LOC107986303.csv,2307
chr17,TRR-CCT1-1.csv,73
chr22,IGLV2-23.csv,471
chr11,LOC105369354.csv,5912
chr10,FXYD4.csv,4700
chr1,AADACL4.csv,22992
chr15,LOC102724393.csv,24715
chr11,TNNT3.csv,19154
chr16,CAPNS2.csv,1004
chr6,LOC107986602.csv,74122
chr16,RHOT2.csv,6092
chr19,POP4.csv,10955
chr2,HOXD13.csv,8458
chr3,LOC112268450.csv,22911
chr21,BRWD1-AS1.csv,7512
chr1,ARHGEF2-AS1.csv,10398
chr7,TRC-GCA9-4.csv,72
chr22,LOC105369161.csv,11423
chr5,YTHDC2.csv,81602
chr11,OR52I2.csv,1113
chr15,MIR190A.csv,85
chr3,NKTR.csv,48729
chr3,LOC105374080.csv,11463
chr11,KRTAP5-9.csv,1189
chr4,LINC02502.csv,24754
chr20,AP5S1.csv,8292
chr12,LOC107984467.csv,7565
chr19,LOC105372485.csv,11601
chr8,MED30.csv,19550
chr12,SPX.csv,6652
chr2,RPL37A.csv,5243
chr6,ZNF165.csv,23963
chr16,LOC105376774.csv,2393
chr6,LOC105378095.csv,4923
chr19,LRFN3.csv,10251
chr9,FPGS.csv,11663
chr22,MIR33A.csv,69
chr5,FGF10-AS1.csv,25258
chr9,CDC37L1.csv,28831
chr15,FAM138E.csv,1471
chr6,LTV1.csv,20475
chr16,ELMO3.csv,4899
chr12,SCN8A.csv,221632
chr2,LOC105373888.csv,2938
chr12,LOC105369968.csv,16906
chr3,CEP63.csv,297446
chr10,LOC105376483.csv,9961
chr17,SHISA6.csv,322851
chr17,LOC107985055.csv,21682
chr15,GCAWKR.csv,27127
chr8,MIR548AZ.csv,95
chr17,MIR4724.csv,89
chr16,GAS8.csv,25332
chr16,LOC105371089.csv,1580
chr14,SNORD114-3.csv,74
chr6,LOC107986582.csv,8267
chr6,SYNGAP1.csv,33625
chr18,CNDP1.csv,52713
chr3,LOC105374298.csv,15407
chr6,LOC105374882.csv,14987
chr23,LOC101928495.csv,5801
chr23,MIR3937.csv,106
chr6,HLA-DQA2.csv,5808
chr10,CASC2.csv,163333
chr11,NRGN.csv,7269
chr5,MINAR2.csv,18639
chr8,MIR124-2.csv,109
chr7,MIR4652.csv,78
chr5,LOC105379027.csv,5061
chr1,NENF.csv,13460
chr5,RNF14.csv,23486
chr19,SNORD152.csv,54
chr9,LOC105379448.csv,7788
chr11,B3GNT6.csv,7576
chr8,GINS4.csv,15826
chr19,MIR638.csv,100
chr20,FAM210B.csv,9690
chr3,ARL14.csv,1289
chr7,TRW-CCA5-1.csv,72
chr6,UTRN.csv,567774
chr4,LOC101928409.csv,4331
chr23,CSTF2.csv,23166
chr1,TOR1AIP1.csv,37792
chr18,GREB1L.csv,286279
chr9,LOC107984035.csv,123240
chr12,LOC105369611.csv,6000
chr3,CD200.csv,30240
chr1,CRB1.csv,276952
chr21,TRPM2.csv,92696
chr19,ADGRE1.csv,52902
chr5,LOC105379034.csv,36735
chr12,LINC02451.csv,40119
chr7,CYP2W1.csv,6486
chr22,MAFF.csv,14518
chr13,HS6ST3.csv,749456
chr12,LOC105369850.csv,55585
chr2,CHMP3-AS1.csv,56063
chr19,ZNF749.csv,18537
chr13,GTF3A.csv,11205
chr1,LOC107985115.csv,45179
chr3,ARL8B.csv,58620
chr8,LINC02209.csv,32097
chr17,LOC112268191.csv,3804
chr14,MIR4309.csv,83
chr2,LOC107985955.csv,127268
chr11,RBM7.csv,9942
chr15,CDIN1.csv,230638
chr3,LOC105374063.csv,2549
chr19,MIR526A1.csv,85
chr18,SERPINB7.csv,52314
chr2,LOC107985776.csv,3470
chr1,CYP4X1.csv,94069
chr9,LOC107987067.csv,1360
chr15,LOC112268145.csv,12466
chr4,SGMS2.csv,91403
chr2,LOC105373395.csv,4412
chr7,LOC107986788.csv,139769
chr16,MIR6504.csv,61
chr16,PRKCB.csv,384629
chr11,LOC107984425.csv,26705
chr18,PIK3C3.csv,132605
chr19,TIMM50.csv,12942
chr2,LOC105373526.csv,8313
chr8,C8orf33.csv,13398
chr3,PARP15.csv,63122
chr3,PRICKLE2-DT.csv,10840
chr12,PLEKHG7.csv,69467
chr7,LOC105375146.csv,25641
chr6,LOC105374992.csv,22439
chr11,MIR6754.csv,66
chr6,LOC105374883.csv,2974
chr14,SRP54.csv,46587
chr4,MAN2B2.csv,48174
chr8,LOC105377791.csv,17989
chr22,LOC339666.csv,7680
chr6,LOC105377949.csv,81767
chr7,LOC101927550.csv,23328
chr11,KRTAP5-AS1.csv,26444
chr6,MANEA.csv,31918
chr9,MIR6877.csv,64
chr4,OSTC.csv,17222
chr12,MIR614.csv,90
chr1,LOC107985376.csv,13868
chr15,LOC105371007.csv,12053
chr1,LOC284600.csv,9668
chr19,CRB3.csv,3445
chr11,APOA1-AS.csv,19613
chr1,KMO.csv,63760
chr20,LOC105372696.csv,1906
chr6,BMP6.csv,155630
chr3,ARL6.csv,50005
chr11,PAX6-AS1.csv,70476
chr12,RNFT2.csv,115317
chr5,LOC107986453.csv,4800
chr11,TMPRSS4.csv,48490
chr2,MIR548S.csv,82
chr1,LOC105371217.csv,27132
chr11,REXO2.csv,10813
chr10,LINC02644.csv,522
chr17,TRR-TCT2-1.csv,88
chr22,TUG1.csv,10131
chr2,SNORA70I.csv,135
chr14,GNG2.csv,143627
chr3,PPP4R2.csv,72456
chr7,GNAI1.csv,91351
chr7,GIMAP8.csv,28766
chr12,LOC642846.csv,30432
chr22,LOC100996598.csv,1315
chr15,PWAR1.csv,2412
chr1,SNORA59A.csv,152
chr22,CCDC134.csv,31486
chr3,LOC105374102.csv,5374
chr14,LINC02292.csv,5921
chr6,LOC107986676.csv,2522
chr13,ATP8A2.csv,653878
chr23,ZNF674-AS1.csv,2986
chr23,PLXNA3.csv,19499
chr7,NOM1.csv,23465
chr22,FAM230A.csv,79211
chr11,OOSP2.csv,7636
chr3,PRRT3-AS1.csv,7384
chr22,EIF3L.csv,40540
chr1,C1orf56.csv,3670
chr2,STK36.csv,30669
chr4,GUF1.csv,22509
chr8,EBAG9.csv,26295
chr1,NOTCH2NLR.csv,70907
chr9,LOC105376313.csv,4990
chr3,IL17RB.csv,19227
chr11,PRDM11.csv,140956
chr1,LOC105371646.csv,28193
chr7,INHBA-AS1.csv,85460
chr1,ATP1B1.csv,26030
chr1,MIR6732.csv,60
chr22,RBX1.csv,21932
chr7,TRBJ1-4.csv,51
chr3,CHST13.csv,19137
chr3,LOC105376957.csv,9567
chr9,LOC107987038.csv,3853
chr5,TRPC7-AS1.csv,8112
chr2,LOC105373952.csv,5048
chr1,GADD45A.csv,3134
chr19,PSENEN.csv,1869
chr15,LOC105370751.csv,4692
chr19,PDCD5.csv,6264
chr10,GPR158.csv,427493
chr4,SMARCA5.csv,43986
chr3,ALDH1L1-AS1.csv,4430
chr3,LOC107986163.csv,26703
chr23,FAM47B.csv,2120
chr1,RGS13.csv,24165
chr19,THOP1.csv,30342
chr16,LOC105376753.csv,18353
chr10,FOXI2.csv,3999
chr1,BROX.csv,22633
chr19,MIR519A1.csv,85
chr20,DEFB129.csv,2629
chr9,NIPSNAP3B.csv,14024
chr11,TEX12.csv,5185
chr2,MAIP1.csv,8801
chr21,BAGE2.csv,104778
chr5,PCDHB7.csv,3740
chr1,LOC105371702.csv,8053
chr4,ARL9.csv,19245
chr11,ARAP1-AS2.csv,5134
chr6,C2.csv,47890
chr17,LUC7L3.csv,36638
chr17,CNTNAP1.csv,20227
chr5,GDNF-AS1.csv,35916
chr21,KRTAP10-9.csv,1286
chr10,LOC105378319.csv,20298
chr3,LOC102724817.csv,2241
chr17,HLF.csv,60228
chr23,PASD1.csv,113556
chr8,LOC105375926.csv,4180
chr9,NUDT2.csv,14145
chr1,DPYD-AS2.csv,1131
chr2,TBR1.csv,9574
chr4,SNORA24.csv,131
chr3,SLC25A26.csv,246412
chr8,PREX2.csv,285115
chr5,PRR16.csv,330366
chr20,NOL4L-DT.csv,21415
chr16,LOC107984835.csv,2928
chr7,TRBV7-2.csv,493
chr2,LOC105373447.csv,23354
chr17,PRR11.csv,51355
chr15,GANC.csv,80466
chr12,FAM234B.csv,39069
chr5,CPLX2.csv,87489
chr6,LOC105378061.csv,29951
chr1,AGBL4-AS1.csv,11884
chr2,LOC107985830.csv,4292
chr7,CPA2.csv,22936
chr23,SNORA35.csv,128
chr10,ZRANB1.csv,48701
chr5,LOC105379139.csv,13425
chr12,REP15.csv,1150
chr7,LOC105375206.csv,1748
chr21,BACE2.csv,114371
chr11,KIRREL3-AS2.csv,4345
chr2,FAM138B.csv,1471
chr19,ZNF429.csv,35731
chr14,TRAV8-2.csv,460
chr11,LINC02702.csv,18831
chr4,LINC02355.csv,123829
chr14,SNORD113-4.csv,74
chr9,C9orf43.csv,19047
chr21,LOC112268282.csv,2685
chr5,PAIP2.csv,27868
chr1,LOC105373222.csv,11604
chr1,TUFT1.csv,43290
chr8,LOC105379300.csv,31789
chr1,UROD.csv,3322
chr23,BGN.csv,14567
chr1,LOC105376910.csv,2409
chr1,NECTIN4-AS1.csv,3759
chr3,HES1.csv,2585
chr21,LINC00112.csv,1147
chr6,TRIM38.csv,28509
chr20,ITPA.csv,18774
chr17,LINC01996.csv,7199
chr19,BEST2.csv,6668
chr23,DLG3.csv,60656
chr16,ZNF778.csv,35030
chr9,LOC107987126.csv,2493
chr5,LOC105378961.csv,30013
chr4,LOC105377548.csv,13833
chr3,MIR4272.csv,64
chr2,LINC01886.csv,27078
chr22,IGLJ6.csv,38
chr1,LOC112268219.csv,2661
chr4,LOC101929621.csv,3160
chr5,OTULINL.csv,34389
chr8,LOC105375881.csv,4430
chr8,CCAT2.csv,1752
chr7,OR2A5.csv,9898
chr15,USP3.csv,90041
chr16,LOC101929440.csv,3970
chr11,RAB1B.csv,8967
chr1,TMEM88B.csv,4385
chr20,ZGPAT.csv,28701
chr6,NR2E1.csv,22788
chr12,SP1.csv,36271
chr16,CPNE2.csv,55787
chr14,PCNX4.csv,56311
chr23,LOC107987331.csv,15274
chr9,OR1N2.csv,1103
chr2,LINC02832.csv,7828
chr17,OR3A3.csv,12701
chr2,DCDC2C.csv,144434
chr23,BMX.csv,55743
chr19,ZNF426-DT.csv,1065
chr2,LOC105374829.csv,3526
chr20,CSTF1.csv,13984
chr6,SRSF3.csv,11239
chr10,PNLIPRP1.csv,18217
chr11,PRRG4.csv,28365
chr1,LEXM.csv,36190
chr6,LOC105377951.csv,14839
chr15,MESP2.csv,2423
chr6,TRNAI-AAU.csv,74
chr8,LOC105375673.csv,22777
chr14,LOC105370698.csv,9825
chr9,LINC00583.csv,17637
chr11,C11orf80.csv,98781
chr8,LOC105375859.csv,19189
chr12,LOC107984442.csv,5161
chr4,ZCCHC4.csv,60403
chr7,LOC112268008.csv,42565
chr12,H2AJ.csv,3598
chr1,IARS2.csv,53910
chr18,LOC105371980.csv,16669
chr2,LOC105373938.csv,18980
chr1,LOC105373209.csv,9105
chr1,LOC102723348.csv,24330
chr8,LOC105375873.csv,38222
chr4,PRR27.csv,12373
chr6,PNRC1.csv,4412
chr12,CFAP73.csv,10115
chr4,LOC105374444.csv,9318
chr12,LOC105369689.csv,166679
chr23,XAGE5.csv,7015
chr14,MIR668.csv,66
chr3,CRYBG3.csv,123292
chr15,LOC105370933.csv,4945
chr16,ATXN1L.csv,11353
chr10,ADO.csv,3760
chr19,LINC01766.csv,3607
chr10,MPP7-DT.csv,3136
chr16,CALB2.csv,31716
chr15,CKMT1A.csv,6579
chr6,LOC101929297.csv,19979
chr18,LOC105376866.csv,1167
chr1,PUSL1.csv,3115
chr4,LOC105374358.csv,7544
chr17,USP6.csv,59001
chr17,AOC2.csv,6128
chr1,AGO4.csv,50261
chr4,LOC105377259.csv,17709
chr1,OR2L13.csv,163987
chr15,MKRN3.csv,2371
chr5,LOC105379179.csv,4508
chr3,CLDN16.csv,121778
chr1,C1orf94.csv,52139
chr1,XPR1.csv,258258
chr16,DNAAF8.csv,15053
chr2,LOC105373622.csv,8281
chr12,IL23A.csv,6252
chr1,LOC105372888.csv,1492
chr12,MARS1.csv,28588
chr16,RBFOX1.csv,2473592
chr1,AGL.csv,73947
chr13,NRAD1.csv,8129
chr7,TRBV7-4.csv,462
chr2,TRAF3IP1.csv,80412
chr2,GMPPA.csv,8099
chr8,MIR548AA1.csv,97
chr16,DUS2.csv,56037
chr14,ARID4A.csv,75492
chr14,SIVA1.csv,7240
chr10,TEX36-AS1.csv,4075
chr11,CEP295.csv,68700
chr10,REEP3.csv,103776
chr6,NKAPL.csv,1662
chr6,LOC105378144.csv,1545
chr4,LINC01091.csv,280788
chr6,GTF3C6.csv,9167
chr2,LINC01889.csv,82644
chr2,EVA1A-AS.csv,18639
chr17,MAPK7.csv,5824
chr23,SPACA5.csv,5398
chr8,LOC105375738.csv,9878
chr6,TRD-GTC2-7.csv,72
chr11,LOC105376613.csv,5226
chr19,PDCD2L.csv,21770
chr13,LOC107987189.csv,2361
chr7,GRM8-AS1.csv,14795
chr6,MEP1A.csv,52604
chr5,PCDHA3.csv,211291
chr10,LOC105378408.csv,18535
chr9,LOC105379447.csv,4695
chr9,MIRLET7A1HG.csv,34648
chr23,CLDN34.csv,995
chr4,SORCS2.csv,550291
chr9,SPATA31E1.csv,6027
chr21,KRTAP22-1.csv,296
chr15,LOC105370943.csv,2543
chr11,LOC105376589.csv,2182
chr19,MIR6887.csv,65
chr10,LOC105376419.csv,26230
chr4,LOC105377470.csv,7439
chr19,LOC102724908.csv,8542
chr7,ZNF398.csv,56635
chr13,USP12-DT.csv,11245
chr19,ZSCAN4.csv,27677
chr12,SUOX.csv,12979
chr1,FBXO28.csv,47937
chr24,LOC107987348.csv,11238
chr19,LOC101927151.csv,231539
chr9,MIR27B.csv,97
chr15,SNORD116-14.csv,94
chr16,KATNIP.csv,230244
chr19,TEX45.csv,10903
chr5,CSF2.csv,2382
chr1,LOC105378607.csv,4787
chr15,SNORD115-23.csv,82
chr6,LOC105377845.csv,45225
chr18,LINC01905.csv,54038
chr2,PDK1.csv,117326
chr15,SNORD115-30.csv,82
chr19,ZNF555.csv,19010
chr11,CSRP3-AS1.csv,116624
chr20,RAD21L1.csv,29834
chr9,ANXA1.csv,18529
chr15,PIAS1.csv,139533
chr12,LOC107984505.csv,12836
chr1,LOC105378598.csv,16924
chr19,ZNF90.csv,49091
chr19,RANBP3-DT.csv,41961
chr9,MIR548AU.csv,54
chr20,SNORD57.csv,72
chr16,ATP2C2.csv,97255
chr14,IL25.csv,3595
chr6,H4C6.csv,401
chr4,CISD2.csv,23816
chr5,ATOX1-AS1.csv,4461
chr3,LOC105374159.csv,11042
chr1,SPRR3.csv,2108
chr10,ZSWIM8.csv,16217
chr17,NUP85.csv,30202
chr2,VAMP5.csv,8976
chr2,SIX3.csv,4370
chr16,CACNG3.csv,106078
chr14,MIR2392.csv,84
chr11,LOC107984431.csv,4006
chr1,CYP4A22.csv,12298
chr22,ZBED4.csv,36237
chr20,OGFR.csv,9166
chr3,ATP13A5-AS1.csv,7278
chr20,LOC105372643.csv,5310
chr1,AGO3.csv,146818
chr18,TCF4-AS1.csv,30408
chr3,NSUN3.csv,68772
chr10,LRRTM3.csv,175516
chr17,PDK2.csv,17416
chr12,LOC112268095.csv,13948
chr13,LOC105370362.csv,6362
chr12,NINJ2-AS1.csv,14988
chr20,BMP7-AS1.csv,2171
chr19,MIR518F.csv,87
chr9,DNAJA1.csv,14635
chr11,PPFIBP2.csv,152706
chr6,H2BC5.csv,13342
chr6,ARMT1.csv,17636
chr19,MIR512-2.csv,98
chr7,LOC105375446.csv,11491
chr19,MIR935.csv,91
chr17,CHRNB1.csv,12650
chr9,ADAMTSL1.csv,1004436
chr2,SPR.csv,4751
chr11,LOC101928896.csv,25390
chr17,LOC105371744.csv,15697
chr11,MYRF.csv,35902
chr13,LOC105370222.csv,10811
chr6,HLA-DQA1.csv,17441
chr1,LOC105376739.csv,6517
chr11,FJX1.csv,2406
chr22,TMEM191B.csv,4119
chr14,DCAF11.csv,10466
chr10,EXOC6.csv,232660
chr21,LOC105372790.csv,69120
chr1,LOC105378789.csv,104921
chr12,HSP90B1.csv,17517
chr5,TCOF1.csv,42610
chr5,PCDHGA2.csv,174216
chr1,LDLRAP1.csv,46813
chr22,LOC110091768.csv,21575
chr16,INO80E.csv,10102
chr15,TPM1.csv,29218
chr4,EXOSC9.csv,15699
chr19,POU2F2-AS1.csv,4471
chr2,LINC01918.csv,1312
chr17,MYO1D-DT.csv,29277
chr10,PLPP4.csv,143170
chr2,LOC101928180.csv,25463
chr1,DDI2.csv,51587
chr11,TMEM135.csv,290891
chr15,SNORD115-10.csv,81
chr17,TXNDC17.csv,3482
chr8,LOC105379333.csv,14477
chr11,CLDN25.csv,690
chr12,LOC105369908.csv,13188
chr15,LOC105370780.csv,16532
chr12,LOC101593348.csv,2351
chr1,LOC105372916.csv,11686
chr11,NUDT22.csv,3759
chr19,SNAR-F.csv,123
chr2,SLC4A1AP.csv,31081
chr16,TMEM204.csv,26891
chr12,SFSWAP.csv,88651
chr7,VOPP1-DT.csv,22951
chr11,LOC107984409.csv,13090
chr9,INSL4.csv,3886
chr9,PRRC2B.csv,126543
chr1,LINC02798.csv,65462
chr2,LOC107985771.csv,12690
chr3,MIR4788.csv,80
chr17,DHRS11.csv,8959
chr15,SV2B.csv,202978
chr24,LINC00279.csv,6836
chr10,MSRB2.csv,26450
chr10,ZMYND11.csv,124550
chr17,TMEM98.csv,16163
chr6,H2AC8.csv,517
chr18,TGIF1.csv,47970
chr3,MIR4273.csv,84
chr6,CLDN20.csv,12536
chr20,ZSWIM1.csv,4347
chr12,LOC112268102.csv,1897
chr4,SHROOM3.csv,348025
chr19,RFPL4AL1.csv,4303
chr5,ERGIC1.csv,118433
chr1,IVL.csv,3341
chr3,CMC1.csv,83550
chr5,LOC441087.csv,13539
chr7,TRC-GCA9-2.csv,72
chr10,CC2D2B.csv,128329
chr1,WNT3A.csv,60116
chr23,SNORA11D.csv,127
chr9,DBH.csv,22967
chr13,LINC02343.csv,268250
chr12,LOC105369957.csv,40768
chr10,LOC107984201.csv,3115
chr11,HEPN1.csv,1286
chr5,LOC731157.csv,670
chr23,CSF2RA.csv,56405
chr23,MIR362.csv,65
chr11,OR51M1.csv,9452
chr9,C9orf85.csv,74420
chr1,CIART.csv,4540
chr14,LOC105370689.csv,7099
