chr,gene,length
chr1,DARS2.csv,33874
chr1,DCAF6.csv,139598
chr1,DCAF8-DT.csv,1030
chr1,DCDC2B.csv,7380
chr1,DCLRE1B.csv,9468
chr1,DCST1.csv,17125
chr1,DDI2.csv,51587
chr1,DDR2.csv,156543
chr1,DDX20.csv,12100
chr1,DDX59-AS1.csv,24744
chr1,DEGS1.csv,10202
chr1,DEPDC1-AS1.csv,41952
chr1,DESI2.csv,56274
chr1,DFFB.csv,28144
chr1,DHCR24-DT.csv,2749
chr1,DHDDS.csv,38986
chr1,DHX9.csv,48636
chr1,DIO1.csv,16900
chr1,DISC1-IT1.csv,19372
chr1,DISC1.csv,414483
chr1,DISP1.csv,191482
chr1,DISP3.csv,58429
chr1,DMAP1.csv,7203
chr1,DMBX1.csv,26381
chr1,DMRTB1.csv,8090
chr1,DNAH14.csv,470871
chr1,DNAI3.csv,70812
chr1,DNAJB4.csv,38790
chr1,DNAJC16.csv,44886
chr1,DNAJC6.csv,151123
chr1,DNALI1.csv,9918
chr1,DNASE2B.csv,17412
chr1,DNM3-IT1.csv,496
chr1,DNM3.csv,576972
chr1,DPH2.csv,3373
chr1,DPYD-AS1.csv,227033
chr1,DPYD-AS2.csv,1131
chr1,DR1.csv,23587
chr1,DRAXIN.csv,39223
chr1,DTL.csv,69266
chr1,DUSP12.csv,7453
chr1,DUSP23.csv,1582
chr1,DYNLT5.csv,26905
chr1,DYRK3.csv,19623
chr1,ECE1-AS1.csv,6580
chr1,ECM1.csv,5681
chr1,EDARADD.csv,90645
chr1,EFCAB14-AS1.csv,18063
chr1,EFCAB2.csv,155547
chr1,EFCAB7.csv,62081
chr1,EFHD2.csv,20452
chr1,EFNA1.csv,7024
chr1,EFNA3.csv,8702
chr1,EFNA4.csv,5814
chr1,EIF3I.csv,14227
chr1,ELAPOR1.csv,92676
chr1,ELAVL4.csv,155718
chr1,ELF3.csv,6601
chr1,ELOA.csv,18589
chr1,EMC1-AS1.csv,30319
chr1,ENO1-AS1.csv,1051
chr1,EPB41.csv,232942
chr1,EPHA2-AS1.csv,13221
chr1,EPHA8.csv,40107
chr1,EPHB2.csv,210731
chr1,EPHX1.csv,35440
chr1,EPHX4.csv,33554
chr1,EPS15-AS1.csv,82216
chr1,ERICH3-AS1.csv,48669
chr1,ERLNC1.csv,1602
chr1,ERMAP.csv,27870
chr1,ESPN.csv,36592
chr1,EXO1.csv,41973
chr1,EXO5.csv,7310
chr1,EXOSC10-AS1.csv,2431
chr1,EXTL1.csv,14690
chr1,FAAH.csv,19529
chr1,FAF1-AS1.csv,12440
chr1,FALEC.csv,2276
chr1,FAM102B.csv,79223
chr1,FAM110D.csv,4884
chr1,FAM163A.csv,88436
chr1,FAM167B.csv,1635
chr1,FAM177B.csv,34992
chr1,FAM183A.csv,13438
chr1,FAM20B.csv,50764
chr1,FAM43B.csv,2448
chr1,FAM71A.csv,2302
chr1,FAM72D.csv,18892
chr1,FAM76A.csv,37156
chr1,FAM78B-AS1.csv,30738
chr1,FAM87B.csv,2464
chr1,FASLG.csv,7774
chr1,FBLIM1.csv,30421
chr1,FBXO28.csv,47937
chr1,FBXO44.csv,8953
chr1,FBXO6.csv,10155
chr1,FCER1A.csv,24628
chr1,FCER1G.csv,3951
chr1,FCGR1A.csv,17916
chr1,FCGR2A.csv,18619
chr1,FCGR2B.csv,31412
chr1,FCRL6.csv,15752
chr1,FCRLA.csv,7331
chr1,FCRLB.csv,6600
chr1,FDPS.csv,11865
chr1,FGGY.csv,466326
chr1,FHAD1.csv,163724
chr1,FLAD1.csv,9768
chr1,FLG-AS1.csv,53234
chr1,FLJ39095.csv,5051
chr1,FLVCR1.csv,41089
chr1,FMN2.csv,383305
chr1,FMO1.csv,37506
chr1,FMO2.csv,27479
chr1,FMO3.csv,26947
chr1,FMO4.csv,27954
chr1,FNBP1L.csv,106544
chr1,FNDC7.csv,29842
chr1,FOXD2.csv,2648
chr1,FOXD3.csv,2562
chr1,FOXE3.csv,1768
chr1,FOXO6.csv,22157
chr1,FPGT-TNNI3K.csv,346187
chr1,FPGT.csv,10461
chr1,G0S2.csv,979
chr1,GABPB2.csv,55363
chr1,GABRD.csv,11414
chr1,GADD45A.csv,3134
chr1,GALNT2.csv,224334
chr1,GAS5-AS1.csv,694
chr1,GBP6.csv,24102
chr1,GCSAML.csv,70633
chr1,GGPS1.csv,17317
chr1,GIPC2.csv,93475
chr1,GJA4.csv,2790
chr1,GJA8.csv,12493
chr1,GJB3.csv,5151
chr1,GJB4.csv,2588
chr1,GJB5.csv,3737
chr1,GJC2.csv,9897
chr1,GMEB1.csv,50572
chr1,GNAI3.csv,51581
chr1,GNB1-DT.csv,1547
chr1,GNG12-AS1.csv,370700
chr1,GNPAT.csv,36764
chr1,GORAB.csv,21701
chr1,GPR137B.csv,71007
chr1,GPR25.csv,1198
chr1,GPR3.csv,3193
chr1,GPR37L1.csv,14924
chr1,GPR52.csv,1582
chr1,GPR61.csv,7389
chr1,GPR88.csv,3883
chr1,GPR89A.csv,62991
chr1,GPR89B.csv,65173
chr1,GPSM2.csv,59196
chr1,GPX7.csv,6681
chr1,GRHL3.csv,45150
chr1,GS1-204I12.4.csv,10796
chr1,GSTM1.csv,5929
chr1,GSTM2.csv,15941
chr1,GSTM4.csv,9422
chr1,GSTM5.csv,6518
chr1,GUCA2B.csv,2411
chr1,GUK1.csv,8872
chr1,H2AC19.csv,534
chr1,H2AC20.csv,494
chr1,H2BU1.csv,456
chr1,H3-3A.csv,10189
chr1,H3C15.csv,518
chr1,H4C14.csv,396
chr1,H6PD.csv,36571
chr1,HAO2-IT1.csv,1386
chr1,HAO2.csv,32218
chr1,HAPLN2.csv,25105
chr1,HAX1.csv,3247
chr1,HCN3.csv,12422
chr1,HCRTR1.csv,14830
chr1,HDAC1.csv,41546
chr1,HES3.csv,1400
chr1,HHAT.csv,348426
chr1,HHLA3.csv,13213
chr1,HIPK1.csv,48546
chr1,HLX.csv,5617
chr1,HMCN1.csv,456559
chr1,HMGB4.csv,4317
chr1,HMGN2.csv,4203
chr1,HNRNPCL3.csv,2110
chr1,HOOK1.csv,61449
chr1,HPCA.csv,8682
chr1,HPDL.csv,1816
chr1,HS2ST1.csv,195348
chr1,HSD11B1.csv,48751
chr1,HSD17B7.csv,22122
chr1,HSD3B1.csv,7856
chr1,HSD3B2.csv,8104
chr1,HSPA6.csv,2355
chr1,HTR6.csv,16092
chr1,IARS2.csv,53910
chr1,IBA57.csv,16454
chr1,ICMT-DT.csv,3205
chr1,IER5.csv,4201
chr1,IFI16.csv,55176
chr1,IFI44.csv,15136
chr1,IFI44L.csv,25734
chr1,IGFN1.csv,38173
chr1,IGSF21.csv,270738
chr1,IKBKE.csv,26648
chr1,IL12RB2.csv,91374
chr1,IL19.csv,72209
chr1,IL20.csv,5659
chr1,IL23R.csv,121341
chr1,IL24.csv,6736
chr1,IL6R.csv,64108
chr1,INAVA.csv,24212
chr1,INKA2-AS1.csv,7958
chr1,INTS3.csv,46759
chr1,IPO13.csv,21171
chr1,IPO9.csv,55135
chr1,IQCC.csv,3012
chr1,ISG15.csv,1044
chr1,IVL.csv,3341
chr1,KAZN.csv,1224658
chr1,KCNAB2.csv,108548
chr1,KCNC4.csv,72336
chr1,KCND3-AS1.csv,1274
chr1,KCNJ9.csv,9026
chr1,KCNK1.csv,58409
chr1,KCNK2.csv,234174
chr1,KCNQ4.csv,56671
chr1,KCTD3.csv,54504
chr1,KDM1A.csv,64249
chr1,KDM4A.csv,55370
chr1,KHDRBS1.csv,46983
chr1,KIAA1522.csv,33141
chr1,KIAA1614.csv,38718
chr1,KIF1B.csv,171034
chr1,KIF26B.csv,554448
chr1,KIF2C.csv,28064
chr1,KIRREL1-IT1.csv,6549
chr1,KIRREL1.csv,106650
chr1,KLF17.csv,91214
chr1,KLHDC7A.csv,5045
chr1,KLHDC9.csv,1986
chr1,KLHL17.csv,5617
chr1,KLHL20.csv,71915
chr1,KMO.csv,63760
chr1,KPNA6.csv,68521
chr1,KPRP.csv,4032
chr1,L1TD1.csv,17480
chr1,LAMC1.csv,122173
chr1,LAMC2.csv,58864
chr1,LAMTOR2.csv,3725
chr1,LAMTOR5-AS1.csv,8466
chr1,LAX1.csv,13044
chr1,LCE1A.csv,625
chr1,LCE1B.csv,1138
chr1,LCE1D.csv,1461
chr1,LCE1E.csv,2170
chr1,LCE1F.csv,1885
chr1,LCE2A.csv,1098
chr1,LCE2B.csv,1275
chr1,LCE2C.csv,1291
chr1,LCE2D.csv,1280
chr1,LCE3B.csv,288
chr1,LCE3C.csv,853
chr1,LCE4A.csv,1275
chr1,LCE5A.csv,1375
chr1,LCE6A.csv,1382
chr1,LCK.csv,34901
chr1,LDLRAD2.csv,12961
chr1,LDLRAP1.csv,46813
chr1,LELP1.csv,1691
chr1,LEMD1-AS1.csv,14189
chr1,LEMD1-DT.csv,12967
chr1,LENEP.csv,736
chr1,LEPR.csv,220908
chr1,LEPROT.csv,15340
chr1,LEXM.csv,36190
chr1,LGALS8.csv,34768
chr1,LGR6.csv,125963
chr1,LHX4.csv,50613
chr1,LHX8.csv,71021
chr1,LHX9.csv,23015
chr1,LIN28A.csv,18951
chr1,LINC00184.csv,5470
chr1,LINC00210.csv,27905
chr1,LINC00260.csv,1277
chr1,LINC00272.csv,7193
chr1,LINC00302.csv,1328
chr1,LINC00339.csv,6034
chr1,LINC00467.csv,49781
chr1,LINC00538.csv,1906
chr1,LINC00623.csv,43574
chr1,LINC00626.csv,5948
chr1,LINC00853.csv,1090
chr1,LINC00869.csv,72512
chr1,LINC01031.csv,61209
chr1,LINC01036.csv,267403
chr1,LINC01037.csv,33595
chr1,LINC01128.csv,31856
chr1,LINC01132.csv,7602
chr1,LINC01133.csv,17863
chr1,LINC01134.csv,15044
chr1,LINC01135.csv,114562
chr1,LINC01140.csv,39440
chr1,LINC01144.csv,1710
chr1,LINC01221.csv,60603
chr1,LINC01226.csv,5811
chr1,LINC01307.csv,53477
chr1,LINC01341.csv,1870
chr1,LINC01342.csv,7040
chr1,LINC01346.csv,11972
chr1,LINC01352.csv,3175
chr1,LINC01353.csv,1647
chr1,LINC01357.csv,27528
chr1,LINC01358.csv,67772
chr1,LINC01360.csv,32708
chr1,LINC01362.csv,263633
chr1,LINC01397.csv,27032
chr1,LINC01409.csv,31057
chr1,LINC01525.csv,25871
chr1,LINC01633.csv,7152
chr1,LINC01641.csv,16524
chr1,LINC01645.csv,14873
chr1,LINC01646.csv,12220
chr1,LINC01647.csv,3825
chr1,LINC01649.csv,6533
chr1,LINC01653.csv,15636
chr1,LINC01654.csv,8756
chr1,LINC01657.csv,3122
chr1,LINC01661.csv,19955
chr1,LINC01672.csv,5268
chr1,LINC01681.csv,67192
chr1,LINC01685.csv,1289
chr1,LINC01686.csv,1490
chr1,LINC01688.csv,1683
chr1,LINC01693.csv,14815
chr1,LINC01696.csv,3077
chr1,LINC01698.csv,7636
chr1,LINC01699.csv,2217
chr1,LINC01701.csv,39450
chr1,LINC01702.csv,11224
chr1,LINC01703.csv,6715
chr1,LINC01707.csv,129106
chr1,LINC01709.csv,146164
chr1,LINC01712.csv,8718
chr1,LINC01714.csv,6539
chr1,LINC01717.csv,4497
chr1,LINC01719.csv,6204
chr1,LINC01720.csv,176769
chr1,LINC01732.csv,7725
chr1,LINC01736.csv,4446
chr1,LINC01738.csv,15580
chr1,LINC01740.csv,10373
chr1,LINC01741.csv,9807
chr1,LINC01745.csv,4180
chr1,LINC01750.csv,8307
chr1,LINC01755.csv,5033
chr1,LINC01757.csv,1561
chr1,LINC01758.csv,2155
chr1,LINC01761.csv,4620
chr1,LINC01763.csv,3141
chr1,LINC01765.csv,7022
chr1,LINC01767.csv,1004
chr1,LINC01768.csv,79056
chr1,LINC01772.csv,7534
chr1,LINC01774.csv,2854
chr1,LINC01776.csv,61948
chr1,LINC01777.csv,12634
chr1,LINC01778.csv,9633
chr1,LINC01779.csv,5745
chr1,LINC01780.csv,27931
chr1,LINC01781.csv,111034
chr1,LINC01786.csv,5446
chr1,LINC01788.csv,80016
chr1,LINC02238.csv,63964
chr1,LINC02474.csv,18555
chr1,LINC02591.csv,4614
chr1,LINC02596.csv,5498
chr1,LINC02607.csv,5349
chr1,LINC02766.csv,5877
chr1,LINC02767.csv,9152
chr1,LINC02770.csv,12038
chr1,LINC02772.csv,8609
chr1,LINC02774.csv,129916
chr1,LINC02778.csv,144047
chr1,LINC02780.csv,38669
chr1,LINC02781.csv,10568
chr1,LINC02783.csv,6599
chr1,LINC02785.csv,11802
chr1,LINC02788.csv,5439
chr1,LINC02789.csv,244710
chr1,LINC02790.csv,30813
chr1,LINC02792.csv,21605
chr1,LINC02793.csv,7406
chr1,LINC02794.csv,131654
chr1,LINC02796.csv,19617
chr1,LINC02797.csv,4363
chr1,LINC02798.csv,65462
chr1,LINC02800.csv,11451
chr1,LINC02801.csv,38663
chr1,LINC02804.csv,18527
chr1,LINC02805.csv,704
chr1,LINC02806.csv,18512
chr1,LINC02810.csv,4781
chr1,LINC02813.csv,8151
chr1,LINC02816.csv,3159
chr1,LINC02819.csv,25089
chr1,LINC02868.csv,12492
chr1,LINC02869.csv,15884
chr1,LIX1L-AS1.csv,14373
chr1,LMNA.csv,57509
chr1,LMO4.csv,20044
chr1,LMX1A-AS1.csv,3365
chr1,LMX1A-AS2.csv,9045
chr1,LNCTAM34A.csv,9883
chr1,LOC100288175.csv,6720
chr1,LOC100507634.csv,2048
chr1,LOC100996583.csv,18000
chr1,LOC100996740.csv,1727
chr1,LOC100996756.csv,948
chr1,LOC101926907.csv,7123
chr1,LOC101926944.csv,16038
chr1,LOC101927164.csv,8431
chr1,LOC101927247.csv,9485
chr1,LOC101927342.csv,8033
chr1,LOC101927452.csv,15802
chr1,LOC101927604.csv,4170
chr1,LOC101927711.csv,92148
chr1,LOC101927787.csv,14636
chr1,LOC101927871.csv,10548
chr1,LOC101927975.csv,2123
chr1,LOC101928009.csv,17159
chr1,LOC101928034.csv,6028
chr1,LOC101928059.csv,11872
chr1,LOC101928120.csv,1086
chr1,LOC101928163.csv,6490
chr1,LOC101928219.csv,182425
chr1,LOC101928334.csv,26046
chr1,LOC101928372.csv,17458
chr1,LOC101928391.csv,32240
chr1,LOC101928512.csv,4549
chr1,LOC101928596.csv,784
chr1,LOC101929178.csv,7162
chr1,LOC101929305.csv,19126
chr1,LOC101929343.csv,1932
chr1,LOC101929444.csv,998
chr1,LOC101929536.csv,1196
chr1,LOC101929626.csv,5711
chr1,LOC101929750.csv,60803
chr1,LOC101929788.csv,17812
chr1,LOC101929805.csv,16340
chr1,LOC102606465.csv,61534
chr1,LOC102723321.csv,88694
chr1,LOC102723348.csv,24330
chr1,LOC102723480.csv,8031
chr1,LOC102723529.csv,25569
chr1,LOC102723760.csv,2893
chr1,LOC102723834.csv,25726
chr1,LOC102724319.csv,29838
chr1,LOC102724382.csv,10459
chr1,LOC102724429.csv,6981
chr1,LOC102724572.csv,43863
chr1,LOC102724830.csv,10450
chr1,LOC102724856.csv,6883
chr1,LOC102724857.csv,4409
chr1,LOC103021295.csv,464
chr1,LOC105371175.csv,17501
chr1,LOC105371206.csv,17538
chr1,LOC105371209.csv,27406
chr1,LOC105371214.csv,1548
chr1,LOC105371215.csv,1996
chr1,LOC105371217.csv,27132
chr1,LOC105371223.csv,8498
chr1,LOC105371227.csv,6195
chr1,LOC105371233.csv,4080
chr1,LOC105371254.csv,8726
chr1,LOC105371288.csv,11138
chr1,LOC105371406.csv,15323
chr1,LOC105371433.csv,20501
chr1,LOC105371441.csv,23373
chr1,LOC105371446.csv,13452
chr1,LOC105371458.csv,23105
chr1,LOC105371459.csv,6878
chr1,LOC105371460.csv,29297
chr1,LOC105371468.csv,35487
chr1,LOC105371473.csv,7332
chr1,LOC105371600.csv,16036
chr1,LOC105371601.csv,5226
chr1,LOC105371606.csv,31088
chr1,LOC105371608.csv,4559
chr1,LOC105371610.csv,19371
chr1,LOC105371614.csv,6535
chr1,LOC105371619.csv,44052
chr1,LOC105371623.csv,14672
chr1,LOC105371630.csv,10063
chr1,LOC105371642.csv,8791
chr1,LOC105371646.csv,28193
chr1,LOC105371648.csv,4779
chr1,LOC105371649.csv,21855
chr1,LOC105371655.csv,1907
chr1,LOC105371657.csv,453934
chr1,LOC105371658.csv,22072
chr1,LOC105371659.csv,38477
chr1,LOC105371661.csv,41887
chr1,LOC105371668.csv,32506
chr1,LOC105371679.csv,7738
chr1,LOC105371680.csv,11456
chr1,LOC105371686.csv,5356
chr1,LOC105371689.csv,12151
chr1,LOC105371692.csv,68857
chr1,LOC105371694.csv,7870
chr1,LOC105371701.csv,10021
chr1,LOC105371702.csv,8053
chr1,LOC105371729.csv,13348
chr1,LOC105372873.csv,18519
chr1,LOC105372880.csv,9356
chr1,LOC105372884.csv,18836
chr1,LOC105372887.csv,16561
chr1,LOC105372888.csv,1492
chr1,LOC105372889.csv,82866
chr1,LOC105372895.csv,11142
chr1,LOC105372901.csv,44764
chr1,LOC105372912.csv,465672
chr1,LOC105372915.csv,4879
chr1,LOC105372916.csv,11686
chr1,LOC105372923.csv,3538
chr1,LOC105372928.csv,6769
chr1,LOC105372930.csv,8042
chr1,LOC105372932.csv,166214
chr1,LOC105372945.csv,6327
chr1,LOC105373034.csv,2272
chr1,LOC105373061.csv,14396
chr1,LOC105373124.csv,2137
chr1,LOC105373143.csv,16586
chr1,LOC105373164.csv,3011
chr1,LOC105373167.csv,10036
chr1,LOC105373171.csv,33670
chr1,LOC105373172.csv,15910
chr1,LOC105373196.csv,8909
chr1,LOC105373201.csv,9170
chr1,LOC105373206.csv,1427
chr1,LOC105373207.csv,2613
chr1,LOC105373209.csv,9105
chr1,LOC105373211.csv,4141
chr1,LOC105373215.csv,66659
chr1,LOC105373218.csv,19659
chr1,LOC105373220.csv,122488
chr1,LOC105373222.csv,11604
chr1,LOC105373230.csv,8675
chr1,LOC105373231.csv,1072
chr1,LOC105373235.csv,4666
chr1,LOC105373260.csv,8338
chr1,LOC105373269.csv,38276
chr1,LOC105373270.csv,14108
chr1,LOC105373273.csv,13221
chr1,LOC105373289.csv,5376
chr1,LOC105373467.csv,1375
chr1,LOC105376674.csv,11489
chr1,LOC105376682.csv,3456
chr1,LOC105376687.csv,930
chr1,LOC105376691.csv,5256
chr1,LOC105376695.csv,8555
chr1,LOC105376717.csv,4718
chr1,LOC105376739.csv,6517
chr1,LOC105376740.csv,5848
chr1,LOC105376794.csv,10943
chr1,LOC105376806.csv,1503
chr1,LOC105376808.csv,3291
chr1,LOC105376812.csv,9002
chr1,LOC105376819.csv,31577
chr1,LOC105376825.csv,5522
chr1,LOC105376828.csv,2904
chr1,LOC105376829.csv,14171
chr1,LOC105376830.csv,15569
chr1,LOC105376845.csv,16433
chr1,LOC105376850.csv,11543
chr1,LOC105376863.csv,26548
chr1,LOC105376864.csv,6523
chr1,LOC105376876.csv,8259
chr1,LOC105376885.csv,1694
chr1,LOC105376888.csv,8782
chr1,LOC105376892.csv,10584
chr1,LOC105376910.csv,2409
chr1,LOC105378586.csv,7778
chr1,LOC105378593.csv,1842
chr1,LOC105378598.csv,16924
chr1,LOC105378599.csv,900
chr1,LOC105378600.csv,900
chr1,LOC105378601.csv,900
chr1,LOC105378602.csv,900
chr1,LOC105378607.csv,4787
chr1,LOC105378608.csv,3812
chr1,LOC105378612.csv,4525
chr1,LOC105378618.csv,7710
chr1,LOC105378625.csv,1329
chr1,LOC105378631.csv,7368
chr1,LOC105378638.csv,4674
chr1,LOC105378639.csv,16101
chr1,LOC105378640.csv,1217
chr1,LOC105378646.csv,20176
chr1,LOC105378649.csv,8777
chr1,LOC105378651.csv,13781
chr1,LOC105378654.csv,71897
chr1,LOC105378658.csv,14551
chr1,LOC105378662.csv,5967
chr1,LOC105378663.csv,2826
chr1,LOC105378665.csv,1022
chr1,LOC105378667.csv,14028
chr1,LOC105378673.csv,5378
chr1,LOC105378675.csv,8739
chr1,LOC105378678.csv,36700
chr1,LOC105378693.csv,9942
chr1,LOC105378699.csv,7117
chr1,LOC105378706.csv,25303
chr1,LOC105378708.csv,18293
chr1,LOC105378710.csv,563
chr1,LOC105378714.csv,1848
