chr,gene,length
chr3,CMTM8.csv,131642
chr17,KLHL10.csv,12700
chr14,LOC105370530.csv,1624
chr17,NKIRAS2.csv,8066
chr1,PEA15.csv,9993
chr13,BIVM-ERCC5.csv,68850
chr13,LOC105370342.csv,17441
chr16,RNF151.csv,2325
chr6,SNORD166.csv,106
chr7,LOC105375547.csv,1414
chr19,MIR1283-2.csv,87
chr14,CCDC196.csv,13699
chr7,LOC101928807.csv,3429
chr9,SLC31A2.csv,13134
chr7,LOC107986772.csv,127978
chr3,OR5H14.csv,9136
chr9,CCDC180.csv,71415
chr11,OR51I2.csv,7196
chr19,SCN1B.csv,9980
chr1,LCE6A.csv,1382
chr11,RNF214.csv,53784
chr17,CDC6.csv,16780
chr16,LOC107984867.csv,114963
chr5,LINC01843.csv,2679
chr17,LINC02563.csv,868
chr9,AOPEP.csv,421596
chr10,LINC00844.csv,2100
chr3,NXPE3.csv,49021
chr16,MIR12128.csv,100
chr6,LOC105375023.csv,1685
chr17,HS3ST3B1.csv,48326
chr11,FEN1.csv,4328
chr4,SPP1.csv,7698
chr2,KANSL1L-AS1.csv,34435
chr9,CCDC183.csv,11404
chr4,LINC00989.csv,83868
chr17,MIR4524B.csv,115
chr17,PRR11.csv,51355
chr1,LINC02778.csv,144047
chr1,LOC105376739.csv,6517
chr7,LOC105375138.csv,121511
chr11,RPL27A.csv,7081
chr2,CHCHD5.csv,4594
chr17,LINC00674.csv,34375
chr11,OR10A4.csv,995
chr22,TSPO.csv,11684
chr23,MAGEB6.csv,3207
chr11,LOC107984409.csv,13090
chr6,SLC22A7.csv,9829
chr6,MRAP2.csv,113658
chr20,LOC100134868.csv,13474
chr7,ZDHHC4.csv,11962
chr6,LOC105377879.csv,17054
chr10,MLLT10.csv,219015
chr9,PLPP6.csv,2965
chr3,LOC107986042.csv,2446
chr8,ADGRA2.csv,48014
chr24,NLGN4Y.csv,323039
chr11,ETS1-AS1.csv,4242
chr13,LOC105370247.csv,34724
chr9,MRPS2.csv,4709
chr19,MED29.csv,9264
chr17,RSAD1.csv,7115
chr7,LOC105375222.csv,47164
chr1,LINC01720.csv,176769
chr11,MIR6879.csv,66
chr23,APOOL.csv,89464
chr11,MIR6128.csv,109
chr16,LOC105371361.csv,4923
chr5,MAT2B.csv,16291
chr12,ESPL1.csv,25387
chr8,HOOK3.csv,133558
chr1,LOC105378810.csv,135393
chr19,FSD1.csv,19239
chr1,LOC105371433.csv,20501
chr16,IRX5.csv,3621
chr19,LOC105372380.csv,1815
chr1,MAP7D1.csv,24690
chr1,LINC01646.csv,12220
chr7,CREB3L2-AS1.csv,4619
chr8,PTK2B.csv,147914
chr20,LOC105372614.csv,57043
chr12,CLEC12B.csv,12663
chr4,SLC34A2.csv,22898
chr11,OR51D1.csv,5584
chr10,LOC107984029.csv,5129
chr15,SNORD116-30.csv,85
chr20,ZNF337-AS1.csv,54030
chr2,POTEF-AS1.csv,2674
chr13,LOC112268119.csv,7695
chr19,LOC107985293.csv,11581
chr10,MIR3158-1.csv,81
chr1,LOC105371694.csv,7870
chr8,FZD6.csv,34373
chr2,UGT1A6.csv,81599
chr10,RET.csv,53283
chr9,FRMD3-AS1.csv,51545
chr7,CAV2.csv,8804
chr2,INHA.csv,3402
chr5,SNORD123.csv,88
chr1,LOC107985220.csv,1308
chr16,HMOX2.csv,35651
chr16,ACSM2A.csv,36166
chr23,LOC105373331.csv,8924
chr18,C18orf61.csv,23933
chr1,LOC105376695.csv,8555
chr18,LOC105371957.csv,19016
chr19,LOC105372395.csv,40910
chr13,GAS6-DT.csv,2656
chr17,B4GALNT2.csv,56494
chr10,BUB3.csv,16066
chr19,MIR7-3.csv,110
chr16,IL4R.csv,51111
chr23,DACH2.csv,684152
chr17,LOC105371754.csv,13836
chr14,LOC105378177.csv,1652
chr16,ANTKMT.csv,2010
chr2,ACVR2A.csv,86306
chr7,MNX1-AS2.csv,814
chr3,SLC41A3-AS1.csv,11060
chr2,DNAJB2.csv,7530
chr10,AKR1E2.csv,83868
chr8,RBM12B-DT.csv,3197
chr7,FAM131B-AS1.csv,2837
chr9,FAM74A6.csv,5946
chr5,LOC105374746.csv,7415
chr7,LOC105375120.csv,9158
chr1,PIGV.csv,13606
chr1,RNF187.csv,8807
chr2,PJVK.csv,16958
chr1,GJC2.csv,9897
chr16,LINC02124.csv,1321
chr6,HCG14.csv,791
chr8,FNTA.csv,29463
chr17,STXBP4.csv,204905
chr5,LOC105377742.csv,21733
chr9,DCAF10.csv,67111
chr2,CTLA4.csv,6195
chr8,GRINA.csv,3360
chr6,RSPH9.csv,27571
chr4,UGT2B7.csv,61613
chr2,MRPL44.csv,16869
chr4,LOC93622.csv,1973
chr21,TRPM2.csv,92696
chr1,XKR8.csv,8537
chr15,TEX9.csv,201911
chr7,LOC105375414.csv,17864
chr19,ARHGAP45.csv,20670
chr13,LOC105370313.csv,10030
chr5,LINC02147.csv,535702
chr19,LILRB1.csv,21701
chr7,TRBV4-1.csv,454
chr3,TBC1D23.csv,64247
chr16,TRM-CAT2-1.csv,73
chr16,TP53TG3C.csv,5089
chr7,LOC105375537.csv,14041
chr12,ASIC1.csv,26027
chr1,LINC01362.csv,263633
chr5,NDUFS6.csv,14642
chr1,LOC112268225.csv,5443
chr23,TMLHE-AS1.csv,27571
chr19,ZNF446.csv,13182
chr20,SNORD12.csv,90
chr20,LINC00494.csv,10728
chr15,LOC101927263.csv,42948
chr1,RHBG.csv,19176
chr16,GSE1.csv,506689
chr23,LOC107985653.csv,5261
chr21,MIR10396A.csv,49
chr2,LINC01808.csv,45325
chr5,LOC105374748.csv,16004
chr13,ATP11A.csv,197135
chr10,C10orf53.csv,30611
chr1,LINC02819.csv,25089
chr6,UFL1.csv,33471
chr3,ZBTB20-AS1.csv,37168
chr8,NCRNA00250.csv,4569
chr12,BCL2L14.csv,49847
chr1,LINC02800.csv,11451
chr19,ILF3.csv,38055
chr11,ANO3.csv,479100
chr17,MIR4725.csv,90
chr5,PTTG1.csv,6890
chr1,PLEKHN1.csv,10046
chr9,LOC112268039.csv,2367
chr13,IPO5.csv,70656
chr6,LOC105377967.csv,9570
chr11,LOC646029.csv,4574
chr17,LOC105376799.csv,10872
chr1,SSBP3-AS1.csv,2621
chr10,LOC105378476.csv,43739
chr18,SMCHD1.csv,149292
chr12,DERA.csv,126050
chr15,GCAWKR.csv,27127
chr11,MYEOV.csv,3133
chr5,SERF1B.csv,17863
chr1,THAP3.csv,10980
chr3,ATXN7.csv,140319
chr8,LOC105377799.csv,622
chr15,THSD4.csv,686490
chr22,CRYBB3.csv,13374
chr20,SNAP25.csv,88591
chr9,DNAJA1.csv,14635
chr9,LOC105376058.csv,9284
chr2,LOC105373989.csv,3544
chr19,APLP1.csv,11226
chr4,FAM193A.csv,197199
chr1,KIAA1522.csv,33141
chr16,LOC101929280.csv,2968
chr4,ANK2.csv,678115
chr12,LOC107984473.csv,26050
chr11,CCDC85B.csv,963
chr19,ADAT3.csv,8049
chr1,RGS5-AS1.csv,51349
chr23,LOC107985669.csv,18270
chr8,DMTN.csv,33595
chr1,C1orf112.csv,59351
chr17,CCL7.csv,2022
chr3,MIR4448.csv,86
chr18,LOC105376874.csv,15232
chr12,DIP2B.csv,243673
chr6,TRQ-TTG4-1.csv,72
chr15,LOC107987228.csv,1690
chr22,GRAMD4.csv,106740
chr15,RAMAC.csv,4848
chr17,TMEM106A.csv,8167
chr2,MIR6811.csv,58
chr3,LINC02585.csv,5407
chr7,TRBV7-6.csv,497
chr15,SNX1.csv,50166
chr12,ESYT1.csv,16408
chr17,LRRC46.csv,6050
chr14,LINC01146.csv,62797
chr16,WWP2.csv,179441
chr10,DNTT.csv,34131
chr15,TTLL13.csv,15922
chr20,MIR4755.csv,72
chr15,LOC105370733.csv,25369
chr9,LOC100129034.csv,5714
chr11,MIR3161.csv,77
chr11,TNNT3.csv,19154
chr8,LOC107984005.csv,79855
chr20,PRPF6.csv,51969
chr1,KLF17.csv,91214
chr2,SLC1A4.csv,35387
chr4,FRAS1.csv,486947
chr15,SNORD115-47.csv,33
chr1,PRAMEF33.csv,5369
chr4,LOC101927209.csv,46410
chr17,SERPINF1.csv,15506
chr10,LOC105376494.csv,4039
chr14,LOC105370599.csv,8436
chr22,ATXN10.csv,173474
chr7,BBS9.csv,507995
chr12,LETMD1.csv,20739
chr1,LOC112268227.csv,8232
chr10,LINC00705.csv,6264
chr3,LINC02034.csv,19856
chr22,LOC101928824.csv,4931
chr10,ZEB1.csv,211388
chr3,PRICKLE2-AS1.csv,35168
chr17,C17orf80.csv,16527
chr23,IL13RA1.csv,67580
chr10,PRAP1.csv,5311
chr23,MIR448.csv,111
chr1,LOC105371668.csv,32506
chr2,LOC101927661.csv,31167
chr11,PAUPAR.csv,2737
chr3,VHL.csv,11890
chr17,SERPINF2.csv,12458
chr10,DLG5-AS1.csv,3014
chr12,IQSEC3.csv,111689
chr21,POTED.csv,36047
chr7,GARS1.csv,39299
chr6,PCMT1.csv,61727
chr7,LOC105375133.csv,35953
chr3,OR5H6.csv,1113
chr6,LOC105378150.csv,11665
chr17,LOC107985051.csv,2110
chr15,FBXO22.csv,38634
chr7,LOC102724363.csv,4001
chr10,TACC2.csv,265380
chr14,TRAJ40.csv,61
chr17,MIR21.csv,72
chr5,MIR583HG.csv,168632
chr17,LOC102724183.csv,6923
chr15,LOC105370802.csv,225875
chr16,LOC107984817.csv,4331
chr19,LINC01791.csv,40154
chr21,CH507-9B2.8.csv,18607
chr11,OR52I2.csv,1113
chr12,ZDHHC17.csv,89587
chr6,CUL9.csv,42418
chr11,DTX4.csv,37159
chr8,LOC105375782.csv,1527
chr19,SNAR-C4.csv,120
chr14,LOC105370419.csv,20123
chr12,LINC01405.csv,847
chr17,LOC105371425.csv,3131
chr12,NANOG.csv,9745
chr2,MIR4776-1.csv,80
chr16,ZNF48.csv,21797
chr3,MIR944.csv,88
chr10,LOC105376442.csv,18023
chr14,EDDM3A.csv,25990
chr2,LOC105373966.csv,6019
chr3,ACY1.csv,5663
chr5,MAST4.csv,573242
chr17,TBC1D3E.csv,20461
chr6,HCG9.csv,3289
chr15,CYP1A2.csv,7763
chr19,ZNF253.csv,28845
chr6,LOC105377961.csv,14029
chr1,ARHGEF2-AS2.csv,4345
chr2,ZNF512.csv,40176
chr11,LOC107984336.csv,35138
chr11,OR56B1.csv,2076
chr8,LY6K.csv,5047
chr10,LINC02654.csv,12571
chr3,LOC105377173.csv,12752
chr17,LOC105371738.csv,4861
chr16,LOC101928708.csv,14316
chr8,LOC101926956.csv,14814
chr1,RPL11.csv,5057
chr6,OR2I1P.csv,7367
chr2,LOC105374776.csv,17650
chr23,VAMP7.csv,62452
chr2,DUSP19.csv,21262
chr18,LOC107985178.csv,125185
chr19,CYP2S1.csv,14321
chr19,ZNF556.csv,16111
chr1,BMP8B-AS1.csv,1456
chr12,LOC105369696.csv,1808
chr10,PANK1-AS1.csv,9366
chr12,RBMS2.csv,75788
chr23,GPR34.csv,10879
chr6,LOC105378130.csv,8221
chr6,CLPSL2.csv,2955
chr14,PRMT5-DT.csv,25084
chr7,TRBJ1-3.csv,50
chr9,LOC105376041.csv,20198
chr8,LOC105379306.csv,11510
chr3,LOC105373997.csv,4951
chr16,NUBP1.csv,26188
chr5,LOC105379149.csv,49371
chr15,SNORD116-28.csv,93
chr6,FOXF2.csv,6028
chr12,ELK3.csv,75450
chr10,CYP2E1.csv,11761
chr8,LOC105375659.csv,51596
chr4,LOC105377431.csv,16937
chr14,PPP2R5C.csv,167420
chr2,LOC105373456.csv,383399
chr5,IL31RA.csv,82521
chr17,NBR1.csv,41379
chr1,TMEM82.csv,5484
chr4,LINC02472.csv,6871
chr14,RNASE3.csv,964
chr1,LHX4.csv,50613
chr13,LINC00445.csv,1733
chr7,CASP2.csv,19346
chr20,LOC105372491.csv,35486
chr22,PRR5-ARHGAP8.csv,160581
chr4,USP17L22.csv,1593
chr14,LOC105370594.csv,4201
chr3,LINC02082.csv,20052
chr6,LOC102724646.csv,3859
chr8,RGS20.csv,107510
chr24,MIR12120.csv,90
chr3,LINC01839.csv,48151
chr8,LINC02237.csv,93979
chr5,SMIM23.csv,18500
chr1,LOC107985241.csv,25184
chr20,MMP9.csv,7654
chr6,MIR4640.csv,90
chr2,LOC105373674.csv,9770
chr10,SGMS1-AS1.csv,6686
chr15,RNU5B-1.csv,117
chr3,GOLGA4.csv,123611
chr23,GPRASP2.csv,5286
chr5,PCDHGA3.csv,169147
chr7,TRBV10-3.csv,450
chr8,LOC105375641.csv,7843
chr5,OTULINL.csv,34389
chr18,MIR3156-2.csv,77
chr2,CSRNP3.csv,219728
chr1,TRE-CTC2-1.csv,72
chr1,MACF1.csv,402972
chr5,BHMT2.csv,20303
chr15,LOC112268156.csv,236909
chr10,LOC112268067.csv,4079
chr12,TRA-TGC4-1.csv,72
chr11,PAFAH1B2.csv,33887
chr22,SMDT1.csv,4585
chr9,LOC105376313.csv,4990
chr19,ZNF264.csv,31347
chr4,TBC1D1.csv,248090
chr3,PHF7.csv,13018
chr14,LOC105370502.csv,32700
chr14,MIR337.csv,93
chr12,SCARNA10.csv,330
chr16,ALG1.csv,15555
chr1,LOC112543491.csv,2793
chr2,MBD5.csv,495961
chr6,LOC105378141.csv,7973
chr2,ERFE.csv,9921
chr1,TDRD5.csv,99660
chr6,MTHFD1L.csv,236204
chr6,LOC107986664.csv,3604
chr10,LINC01520.csv,42410
chr12,LOC105370011.csv,12631
chr21,GET1.csv,48203
chr12,C1RL-AS1.csv,13544
chr2,LOC105373774.csv,8528
